Date,PM2.5,PM10,NO2,O3,PM2.5_%ER,PM10_%ER,NO2_%ER,O3_%ER,PMmax_%ER,PMmax_source,LP_PM2.5,LP_PM10,LP_PMmax,LP_NO2,LP_O3,LP_total,Total_%ER,AQHI_Band,AQHI_Value,ER_without_PMmax,ER_without_NO2,ER_without_O3,Drop_PMmax,Drop_NO2,Drop_O3,PctDrop_PMmax,PctDrop_NO2,PctDrop_O3,Dominant_driver
2000-11-12,18.3,38.2,38,128,1.1947508045756283,1.5746489690166676,2.765961665508554,5.6447643192208075,1.5746489690166676,PM10,0.011876699999999999,0.015623800000000002,0.015623800000000002,0.027284,0.054912,0.09781980000000001,10.276404912128134,Moderate,5,8.566858001907306,7.308298511393518,4.384164821374559,1.709546910220828,2.968106400734616,5.8922400907535755,16.635651522481698,28.882731131309153,57.33756251468448,O3
2000-11-30,13.1,24.4,38,116,0.8538143792692354,1.0029562270929437,2.765961665508554,5.102302567077399,1.0029562270929437,PM10,0.0085019,0.0099796,0.0099796,0.027284,0.049764,0.08702760000000001,9.092678888214255,Moderate,4,8.00939196564956,6.15643265549195,3.7966592773647,1.083286922564696,2.936246232722305,5.296019610849555,11.913836789824728,32.292421945398374,58.244876740496665,O3
2000-12-12,19.9,42.6,36,104,1.2998860105629895,1.7576072838161982,2.6184956504964108,4.5626262322183475,1.7576072838161982,PM10,0.012915099999999999,0.017423400000000002,0.017423400000000002,0.025848,0.044616,0.0878874,9.186517108792502,Moderate,5,7.300594052153797,6.400426567025308,4.422125804592136,1.8859230566387053,2.7860905417671944,4.764391304200366,20.52924992469312,30.32803954722515,51.86286867784007,O3
2000-12-13,17.5,36.5,30,100,1.1422241270633293,1.5040486626292981,2.177366046639251,4.3833506280642975,1.5040486626292981,PM10,0.0113575,0.0149285,0.0149285,0.02154,0.0429,0.07936850000000001,8.260318784950393,Moderate,4,6.65615826298418,5.953327017193355,3.714163354173583,1.6041605219662127,2.3069917677570375,4.5461554307768095,19.420080068687646,27.92860454683883,55.036077288681916,O3
2000-12-20,13.2,25.0,36,114,0.8603600042256909,1.0277453940574555,2.6184956504964108,5.012163466678676,1.0277453940574555,PM10,0.0085668,0.010225,0.010225,0.025848,0.048906000000000005,0.084979,8.869420388005844,Moderate,4,7.761902399545839,6.091421139907549,3.6731525129954257,1.107517988460005,2.777999248098295,5.1962678750104185,12.486926315474982,31.32109119390705,58.586329745259945,O3
2000-12-21,18.5,38.8,36,130,1.2078867357335543,1.5995784465954621,2.6184956504964108,5.735446424066604,1.5995784465954621,PM10,0.0120065,0.0158692,0.0158692,0.025848,0.05577,0.0974872,10.239733078718327,Moderate,5,8.50412448971376,7.426767835477466,4.259958989142265,1.735608589004567,2.8129652432408614,5.979774089576062,16.949744448043827,27.47107977928806,58.39775357039414,O3
2001-01-10,19.4,35.8,32,100,1.2670195304273602,1.4749922131264137,2.3241981444966697,4.3833506280642975,1.4749922131264137,PM10,0.012590599999999999,0.0146422,0.0146422,0.022976,0.0429,0.0805182,8.384857250676458,Moderate,4,6.809426526525231,5.922996921628676,3.8334720992720284,1.5754307241512269,2.4618603290477816,4.551385151404429,18.788998751578355,29.3607899985318,54.281009387932535,O3
2001-01-15,30.1,86.3,21,130,1.972695471036623,3.592702275499504,1.5192246522813146,5.735446424066604,3.592702275499504,PM10,0.0195349,0.0352967,0.0352967,0.015078,0.05577,0.10614470000000001,11.198276877233603,Moderate,6,7.341805392340728,9.534206213753604,5.166508146433291,3.856471484892875,1.6640706634799987,6.031768730800312,34.43807942214025,14.860060004973613,53.86336484555995,O3
2001-01-22,14.5,27.3,26,118,0.9454917977584021,1.1228269087284692,1.8843336472990524,5.192519040012322,1.1228269087284692,PM10,0.009410499999999999,0.0111657,0.0111657,0.018668,0.050622,0.0804557,8.378083408783056,Moderate,4,7.174697070724734,6.373648949762889,3.028318361269622,1.2033863380583218,2.0044344590201666,5.349765047513434,14.36350391065297,23.924737451513593,63.85428249502836,O3
2001-01-23,29.1,48.9,43,181,1.9065366625314661,2.0201442046895,3.135554490062109,8.074325120679493,2.0201442046895,PM10,0.0188859,0.0200001,0.0200001,0.030874,0.07764900000000001,0.1285231,13.71476890994392,High,7,11.463054474605293,10.25758233636218,5.21904141706746,2.251714435338627,3.4571865735817404,8.49572749287646,16.41817262925967,25.207763953464067,61.94583043041006,O3
2001-01-24,21.4,38.9,34,153,1.3985494662393627,1.603733954333486,2.471241244710054,6.783902123873009,1.603733954333486,PM10,0.013888599999999997,0.0159101,0.0159101,0.024412,0.065637,0.1059591,11.17764039217024,Moderate,6,9.42278995586896,8.496431819995799,4.114607333978437,1.754850436301279,2.681208572174441,7.063033058191802,15.699650147364947,23.987250243375023,63.18894516537985,O3
2001-01-25,18.2,39.9,34,130,1.1881834783604495,1.6452983808666222,2.471241244710054,5.735446424066604,1.6452983808666222,PM10,0.011811799999999999,0.0163191,0.0163191,0.024412,0.05577,0.0965011,10.131079258499987,Moderate,5,8.34842438637644,7.475110012083874,4.157198917763183,1.7826548721235476,2.655969246416113,5.973880340736804,17.595902930360534,26.216054367433276,58.96588298551422,O3
2001-02-13,15.3,29.0,36,100,0.9979163053242868,1.1931620594596737,2.6184956504964108,4.3833506280642975,1.1931620594596737,PM10,0.0099297,0.011861,0.011861,0.025848,0.0429,0.080609,8.39469904252541,Moderate,4,7.1166241241025885,5.628813164151114,3.842900606586408,1.2780749184228215,2.765885878374296,4.551798435939002,15.22478545029928,32.948005215708406,54.222294484659294,O3
2001-02-24,17.9,33.0,26,124,1.168484056838115,1.3588495680157964,1.8843336472990524,5.463633358460718,1.3588495680157964,PM10,0.011617099999999998,0.013497,0.013497,0.018668,0.053196,0.08536099999999999,8.911016450936259,Moderate,4,7.450920087498303,6.89672548476592,3.268788474941142,1.4600963634379562,2.014290966170339,5.642227975995117,16.38529534175136,22.604502833778323,63.31744540099352,O3
2001-02-27,20.1,40.5,28,100,1.3130355891563417,1.6702451979385469,2.0307446483558644,4.3833506280642975,1.6702451979385469,PM10,0.0130449,0.0165645,0.0165645,0.020104,0.0429,0.0795685,8.281973014058108,Moderate,4,6.503109934718254,6.126808529376904,3.734908261265968,1.778863079339854,2.1551644846812046,4.54706475279214,21.478735517736535,26.022355796414136,54.90315828213633,O3
2001-02-28,15.5,32.1,32,98,1.0110266857060068,1.321546241588245,2.3241981444966697,4.293828123871668,1.321546241588245,PM10,0.010059499999999999,0.0131289,0.0131289,0.022976,0.042042,0.0781469,8.128148725431572,Moderate,4,6.7178233419512345,5.67211928965119,3.676459739310567,1.4103253834803375,2.4560294357803825,4.451688986121005,17.351126697124442,30.21634468985405,54.76879344237931,O3
2001-03-01,10.5,29.8,30,116,0.6837771536387649,1.22627787953824,2.177366046639251,5.102302567077399,1.22627787953824,PM10,0.006814499999999999,0.012188200000000001,0.012188200000000001,0.02154,0.049764,0.0834922,8.70767360612672,Moderate,4,7.3907644174090015,6.391148854342821,3.430344484364012,1.3169091887177187,2.3165247517838994,5.277329121762708,15.123547899075376,26.603256582263167,60.605499935707044,O3
2001-03-12,22.1,40.3,36,102,1.4446252925933711,1.6619289120220815,2.6184956504964108,4.472949975526586,1.6619289120220815,PM10,0.0143429,0.0164827,0.0164827,0.025848,0.043758000000000005,0.0860887,8.990299841370518,Moderate,4,7.208569626581052,6.209216136412232,4.323942098794142,1.7817302147894667,2.781083704958286,4.666357742576376,19.818362526581232,30.934270870039484,51.904361644349976,O3
2001-04-01,13.7,38.8,34,135,0.893094501932068,1.5995784465954621,2.471241244710054,5.962492376376405,1.5995784465954621,PM10,0.0088913,0.0158692,0.0158692,0.024412,0.057915,0.09819620000000001,10.317920763730193,Moderate,5,8.581081191904172,7.657445565904286,4.110349133619273,1.736839571826021,2.6604751978259067,6.20757163011092,16.83323231102338,25.784993495763935,60.163009314162665,O3
2001-04-05,20.8,27.3,56,59,1.3590725577301344,1.1228269087284692,4.102728534979994,2.5634043116804506,1.3590725577301344,PM2.5,0.0134992,0.0111657,0.0134992,0.040208,0.025311,0.0790182,8.222401836821213,Moderate,4,6.771302366822685,3.957315393954297,5.517560150347212,1.4510994699985282,4.265086442866916,2.7048416864740012,17.648121544002823,51.871539819024484,32.89600460003418,NO2
2001-04-15,12.6,25.2,49,77,0.8210926258947815,1.0360098016403363,3.5808208739599,3.35846469718748,1.0360098016403363,PM10,0.0081774,0.0103068,0.0103068,0.035182,0.033033,0.0785218,8.168693568044594,Moderate,4,7.059546176068854,4.42926852227532,4.653928330833645,1.10914739197574,3.7394250457692735,3.5147652372109484,13.578026678766033,45.7775164978359,43.02726265752562,NO2
2001-04-16,14.2,28.7,41,92,0.9258396237066036,1.1807464201900153,2.9875581206395108,4.025721012161676,1.1807464201900153,PM10,0.009215799999999998,0.0117383,0.0117383,0.029438,0.039468,0.0806443,8.398525442937178,Moderate,4,7.133549887814317,5.2540009890896355,4.203580026390075,1.2649755551228612,3.1445244538475423,4.194945416547103,15.061876798702261,37.4413874817985,49.948594488987155,O3
2001-04-17,20.3,33.4,68,86,1.3261868746757832,1.3754332323118623,5.003552822315638,3.7583031207501616,1.3754332323118623,PM10,0.0131747,0.0136606,0.0136606,0.048824,0.036894,0.09937860000000001,10.448437819718738,Moderate,5,8.949904624935279,5.185429303155842,6.447806582941928,1.4985331947834588,5.263008516562896,4.000631236776809,14.342174597195411,50.37124790684327,38.28927640480998,NO2
2001-04-18,26.5,46.6,55,124,1.734724571195545,1.9242189805391385,4.028009603198335,5.463633358460718,1.9242189805391385,PM10,0.0171985,0.0190594,0.0190594,0.03949,0.053196,0.1117454,11.822812351929922,Moderate,6,9.711718638021406,7.492984609110431,6.029736309060163,2.1110937139085166,4.329827742819491,5.793076042869759,17.856104377431887,36.62265469444503,48.999137180115305,O3
2001-04-26,18.3,27.6,53,65,1.1947508045756283,1.135235440838045,3.8787325879570567,2.8277425717722293,1.1947508045756283,PM2.5,0.011876699999999999,0.0112884,0.011876699999999999,0.038054,0.027885,0.07781569999999999,8.092342612393333,Moderate,4,6.81615573236416,4.056277853475443,5.119824581334642,1.2761868800291731,4.03606475891789,2.9725180310586907,15.770302138155978,49.875109745559975,36.73247875721812,NO2
2001-04-27,25.6,32.2,72,80,1.6753186697559874,1.3256903775765272,5.305556495709496,3.491572677865351,1.6753186697559874,PM2.5,0.016614399999999998,0.013169800000000002,0.016614399999999998,0.051696,0.03432,0.1026304,10.808178635415477,Moderate,5,8.982376534587754,5.225386316561709,7.069760143972581,1.8258021008277225,5.582792318853768,3.7384184914428955,16.892782423534925,51.653405325486276,34.58879259446277,NO2
2001-04-28,25.3,30.9,62,53,1.6555244122445023,1.271829828098725,4.552170492390828,2.299745583337587,1.6555244122445023,PM2.5,0.0164197,0.0126381,0.0164197,0.044516,0.022737,0.08367269999999999,8.727297112180764,Moderate,4,6.956604415573175,3.9933428451337516,6.283057198423836,1.7706926966075889,4.733954267047013,2.4442399137569284,20.289130458687122,54.243074415786666,28.006837424447045,NO2
2001-05-01,23.0,40.7,28,118,1.5038964066705018,1.6785621641550286,2.0307446483558644,5.192519040012322,1.6785621641550286,PM10,0.014927,0.016646300000000003,0.016646300000000003,0.020104,0.050622,0.0873723,9.130289616463628,Moderate,4,7.328710490888102,6.958240864139542,3.7433941238288027,1.8015791255755262,2.172048752324086,5.386895492634825,19.73189461949751,23.789483615147038,59.000269640091595,O3
2001-05-04,25.0,44.6,47,96,1.6357340082997718,1.8408790600875857,3.4321855608813845,4.204382397045414,1.8408790600875857,PM10,0.016225,0.0182414,0.0182414,0.033746,0.041184,0.0931714,9.764985633102153,Moderate,5,7.780870163482412,6.122659052286217,5.336247006262562,1.9841154696197414,3.6423265808159364,4.428738626839591,20.318672696187317,37.29986625345231,45.35325286938147,O3
2001-05-11,28.5,44.9,23,102,1.8668619823166255,1.8533757026016007,1.6651109801961494,4.472949975526586,1.8668619823166255,PM2.5,0.0184965,0.0183641,0.0184965,0.016514,0.043758000000000005,0.0787685,8.195382076640012,Moderate,4,6.212540536903899,6.423315760424364,3.5630582863654503,1.9828415397361132,1.772066316215648,4.632323790274562,24.194619862665995,21.622741925196117,56.52358544061617,O3
2001-05-14,20.8,32.5,60,57,1.3590725577301344,1.3381238025608644,4.402141322289088,2.4754426517293426,1.3590725577301344,PM2.5,0.0134992,0.0132925,0.0134992,0.04308,0.024453000000000003,0.0810322,8.440581387179535,Moderate,4,6.986556457899784,3.868158271221467,5.8210421746829555,1.4540249292797505,4.572423115958068,2.619539212496579,17.226596872678467,54.171897719073684,31.035056619149692,NO2
2001-06-04,24.6,36.0,49,86,1.6093527961807075,1.483293206995473,3.5808208739599,3.7583031207501616,1.6093527961807075,PM2.5,0.0159654,0.014724000000000001,0.0159654,0.035182,0.036894,0.08804139999999999,9.203333127227431,Moderate,5,7.473702097364576,5.4281402732936135,5.247801711001898,1.7296310298628548,3.7751928539338175,3.955531416225533,18.79352845270655,41.01984359085262,42.979335437976964,O3
2001-09-02,20.3,34.7,45,130,1.3261868746757832,1.4293488823668765,3.2837635349356242,5.735446424066604,1.4293488823668765,PM10,0.0131747,0.014192300000000001,0.014192300000000001,0.03231,0.05577,0.1022723,10.768505330575318,Moderate,5,9.207548457241499,7.246774845794612,4.760048854688659,1.5609568733338186,3.521730484780705,6.008456475886659,14.495575991421486,32.70398608413516,55.79656871067037,O3
2001-09-20,22.5,34.3,40,84,1.4709637359013428,1.4127563981919167,2.913639593835593,3.669316677315848,1.4709637359013428,PM2.5,0.0146025,0.0140287,0.0146025,0.02872,0.036036,0.0793585,8.259236187175546,Moderate,4,6.689866934684918,5.1942547308958975,4.427461911557118,1.5693692524906275,3.0649814562796482,3.831774275618428,19.00138483662026,37.10974461583712,46.39380917049183,O3
2001-09-24,26.3,37.1,40,88,1.7215202609244695,1.5289608127669219,2.913639593835593,3.8473659473166277,1.7215202609244695,PM2.5,0.0170687,0.0151739,0.0170687,0.02872,0.037752,0.0835407,8.712946056152493,Moderate,4,6.873103918712986,5.63511939253607,4.685318750698264,1.8398421374395069,3.077826663616423,4.027627305454229,21.116188779113752,35.32475288818149,46.225780344527564,O3
2001-10-11,14.3,25.5,40,96,0.9323899232531074,1.04840768063732,2.913639593835593,4.204382397045414,1.04840768063732,PM10,0.0092807,0.010429500000000001,0.010429500000000001,0.02872,0.041184,0.0803335,8.364840416153818,Moderate,4,7.240522541077565,5.296869145656724,3.992594095760782,1.1243178750762528,3.067971270497094,4.372246320393036,13.440996111593698,36.67698506922332,52.269333338978505,O3
2001-10-23,14.4,41.8,34,86,0.9389406479278328,1.7243176411954497,2.471241244710054,3.7583031207501616,1.7243176411954497,PM10,0.009345599999999999,0.0170962,0.0170962,0.024412,0.036894,0.0784022,8.155757365894178,Moderate,4,6.322421102281406,5.547425845666321,4.238170934644536,1.8333362636127726,2.608331520227858,3.9175864312496422,22.479043715540573,31.98147521081736,48.03461230507226,O3
2001-11-08,26.3,34.3,43,69,1.7215202609244695,1.4127563981919167,3.135554490062109,3.004346460825724,1.7215202609244695,PM2.5,0.0170687,0.0140287,0.0170687,0.030874,0.029601000000000002,0.0775437,8.062945493392192,Moderate,4,6.234103871237284,4.777587154781693,4.9110539568253175,1.8288416221549078,3.285358338610499,3.1518915365668745,22.682053644709548,40.74637911546024,39.091068383755506,NO2
2001-11-24,22.4,35.3,34,98,1.464378484048634,1.4542426989289536,2.471241244710054,4.293828123871668,1.464378484048634,PM2.5,0.014537599999999998,0.0144377,0.014537599999999998,0.024412,0.042042,0.0809916,8.436178788948578,Moderate,4,6.8711802201557814,5.821084503108298,3.9718080538351463,1.564998568792796,2.6150942858402795,4.464370735113431,18.55103605488956,30.998564056822286,52.91934709778522,O3
2001-12-01,19.1,37.6,24,147,1.247304761019885,1.549725608381114,1.7381327415552095,6.509393803576713,1.549725608381114,PM10,0.0123959,0.015378400000000002,0.015378400000000002,0.017232,0.06306300000000001,0.09567340000000002,10.039961478492954,Moderate,5,8.360668450108655,8.15999715468223,3.314794638139862,1.6792930283842988,1.8799643238107233,6.725166840353092,16.72609035384834,18.72481610450277,66.98399047406079,O3
2001-12-08,26.4,35.5,41,79,1.7281222018200815,1.4625419954183316,2.9875581206395108,3.4471843151711035,1.7281222018200815,PM2.5,0.0171336,0.014519500000000001,0.0171336,0.029438,0.033891000000000004,0.0804626,8.378831220138515,Moderate,4,6.537729070751919,5.23487807447931,4.767308977634643,1.8411021493865967,3.1439531456592054,3.611522242503872,21.97325737940047,37.522574008922824,43.10293581070807,O3
2001-12-20,22.6,40.0,32,137,1.4775494151507917,1.649455758588192,2.3241981444966697,6.053447208878682,1.649455758588192,PM10,0.014667399999999999,0.01636,0.01636,0.022976,0.058773000000000006,0.098109,10.3083014604473,Moderate,5,8.518339461082203,7.802751901046823,4.011990523220277,1.7899619993650973,2.5055495594004773,6.296310937227023,17.364276803827845,24.30613393500578,61.08000393067484,O3
2001-12-25,47.2,86.2,21,69,3.1106811941591817,3.588465420620701,1.5192246522813146,3.004346460825724,3.588465420620701,PM10,0.030632799999999998,0.035255800000000004,0.035255800000000004,0.015078,0.029601000000000002,0.0799348,8.321643966064451,Moderate,4,4.569213885179857,6.700621815308816,5.162206924210677,3.7524300808845945,1.6210221507556355,3.1594370418537743,45.09241318406498,19.479590299298327,37.966501027175816,PMmax
