Date,NO2,O3,PM2.5,PM10,Date_raw,PM2.5_%ER,PM10_%ER,NO2_%ER,O3_%ER,PMmax_%ER,PMmax_source,LP_PM2.5,LP_PM10,LP_NO2,LP_O3,LP_PMmax,LP_total,Total_%ER,AQHI_Band
2001-12-16,11,65,5.0,14.0,16/12/2001,0.32502707121115915,0.5742424872642315,0.7929271475156652,2.8277425717722293,0.5742424872642315,PM10,0.0032449999999999996,0.005726,0.007898,0.027885,0.005726,0.041509000000000004,4.23825432521463,Low
2001-12-17,17,59,7.2,18.6,17/12/2001,0.46837345549486376,0.7636409783730702,1.228079723320863,2.5634043116804506,0.7636409783730702,PM10,0.0046727999999999995,0.007607400000000001,0.012206,0.025311,0.007607400000000001,0.0451244,4.615799386865405,Low
2001-12-18,24,71,7.6,22.7,18/12/2001,0.49445843092721375,0.9327532805108785,1.7381327415552095,3.0927621149807294,0.9327532805108785,PM10,0.004932399999999999,0.0092843,0.017232,0.030459,0.0092843,0.0569753,5.862966191991825,Low
2001-12-19,28,84,11.1,22.5,19/12/2001,0.7229910509126913,0.9244973189659556,2.0307446483558644,3.669316677315848,0.9244973189659556,PM10,0.007203899999999999,0.0092025,0.020104,0.036036,0.0092025,0.0653425,6.75245889494025,Low
2001-12-20,32,137,22.6,40.0,20/12/2001,1.4775494151507917,1.649455758588192,2.3241981444966697,6.053447208878682,1.649455758588192,PM10,0.014667399999999999,0.01636,0.022976,0.058773000000000006,0.01636,0.098109,10.3083014604473,Moderate
2001-12-21,24,94,21.8,44.8,21/12/2001,1.4248759467101024,1.8492099847248644,1.7381327415552095,4.11501338173883,1.8492099847248644,PM10,0.0141482,0.0183232,0.017232,0.040326,0.0183232,0.07588120000000001,7.883440101710937,Low
2001-12-22,9,82,8.8,20.9,22/12/2001,0.5727539994902386,0.8584739331284119,0.6482923767514581,3.5804065515050443,0.8584739331284119,PM10,0.0057112,0.0085481,0.006462,0.035178,0.0085481,0.0501881,5.146885906825038,Low
2001-12-23,13,77,8.6,26.7,23/12/2001,0.5597005032113467,1.0980144116229829,0.9377697630074788,3.35846469718748,1.0980144116229829,PM10,0.005581399999999999,0.0109203,0.009334,0.033033,0.0109203,0.0532873,5.473262627755804,Low
2001-12-24,17,102,24.6,43.8,24/12/2001,1.6093527961807075,1.8075621753987026,1.228079723320863,4.472949975526586,1.8075621753987026,PM10,0.0159654,0.017914199999999998,0.012206,0.043758000000000005,0.017914199999999998,0.0738782,7.667565841432977,Low
2001-12-25,21,69,47.2,86.2,25/12/2001,3.1106811941591817,3.588465420620701,1.5192246522813146,3.004346460825724,3.588465420620701,PM10,0.030632799999999998,0.035255800000000004,0.015078,0.029601000000000002,0.035255800000000004,0.0799348,8.321643966064451,Moderate
2001-12-26,13,92,79.0,89.7,26/12/2001,5.260811143259736,3.7368584958734408,0.9377697630074788,4.025721012161676,5.260811143259736,PM2.5,0.051271,0.036687300000000006,0.009334,0.039468,0.051271,0.100073,10.525159849746668,Moderate
2001-12-27,28,130,139.7,145.6,27/12/2001,9.49024800638183,6.135925213785565,2.0307446483558644,5.735446424066604,9.49024800638183,PM2.5,0.09066529999999999,0.0595504,0.020104,0.05577,0.09066529999999999,0.1665393,18.12099565094929,High
2001-12-28,43,137,181.0,183.0,28/12/2001,12.464676535360852,7.77192472249979,3.135554490062109,6.053447208878682,12.464676535360852,PM2.5,0.11746899999999999,0.07484700000000001,0.030874,0.058773000000000006,0.11746899999999999,0.20711600000000002,23.012525803472194,Very High
2001-12-29,34,155,187.5,227.2,29/12/2001,12.940110878154098,9.737920924860699,2.471241244710054,6.8755620283712515,12.940110878154098,PM2.5,0.12168749999999999,0.0929248,0.024412,0.066495,0.12168749999999999,0.2125945,23.68829934855059,Very High
2001-12-30,43,204,482.4,450.5,30/12/2001,36.76276548159627,20.232177505401474,3.135554490062109,9.145972765888821,36.76276548159627,PM2.5,0.31307759999999996,0.18425450000000002,0.030874,0.08751600000000001,0.31307759999999996,0.43146759999999995,53.9515259010888,Very High
2001-12-31,26,132,173.2,222.9,31/12/2001,11.896796423855038,9.54509445498788,1.8843336472990524,5.8262063675463605,11.896796423855038,PM2.5,0.11240679999999999,0.09116610000000001,0.018668,0.056628000000000005,0.11240679999999999,0.1877028,20.64748977220625,High
2002-01-01,36,110,144.7,161.1,1/01/2002,9.8461209527388,6.810911187872315,2.6184956504964108,4.832117118118129,9.8461209527388,PM2.5,0.09391029999999999,0.0658899,0.025848,0.04719,0.09391029999999999,0.1669483,18.169317019216734,High
2002-02-01,38,77,112.3,128.7,2/01/2002,7.560436112307833,5.404832688227668,2.765961665508554,3.35846469718748,7.560436112307833,PM2.5,0.0728827,0.0526383,0.027284,0.033033,0.0728827,0.1331997,14.247812843359341,High
2002-03-01,19,100,43.6,65.4,3/01/2002,2.8700546080553613,2.710955496098366,1.3735476667895652,4.3833506280642975,2.8700546080553613,PM2.5,0.0282964,0.026748600000000004,0.013642,0.0429,0.0282964,0.08483840000000001,8.85411442353381,Moderate
2002-04-01,32,157,123.0,159.6,4/01/2002,8.309967522216532,6.745402790614108,2.3241981444966697,6.9673006108155855,8.309967522216532,PM2.5,0.079827,0.0652764,0.022976,0.067353,0.079827,0.17015599999999997,18.548977330071082,High
2002-05-01,28,102,75.6,88.0,5/01/2002,5.028798710848359,3.664755327732472,2.0307446483558644,4.472949975526586,5.028798710848359,PM2.5,0.049064399999999994,0.035992,0.020104,0.043758000000000005,0.049064399999999994,0.1129264,11.95495310707473,Moderate
2002-06-01,13,88,20.0,55.9,6/01/2002,1.3064605865077628,2.31264639463471,0.9377697630074788,3.8473659473166277,2.31264639463471,PM10,0.012979999999999998,0.0228631,0.009334,0.037752,0.0228631,0.0699491,7.245359197709944,Low
2002-07-01,23,84,24.9,33.7,7/01/2002,1.6291380632033725,1.3878727611189579,1.6651109801961494,3.669316677315848,1.6291380632033725,PM2.5,0.016160099999999997,0.013783300000000002,0.016514,0.036036,0.016160099999999997,0.0687101,7.112564480979011,Low
2002-08-01,17,77,29.3,78.7,8/01/2002,1.9197649894900914,3.2711946657446145,1.228079723320863,3.35846469718748,3.2711946657446145,PM10,0.0190157,0.0321883,0.012206,0.033033,0.0321883,0.0774273,8.050367698578608,Moderate
2002-09-01,21,71,22.1,40.9,9/01/2002,1.4446252925933711,1.6868798107271488,1.5192246522813146,3.0927621149807294,1.6868798107271488,PM10,0.0143429,0.0167281,0.015078,0.030459,0.0167281,0.0622651,6.424443853550321,Low
2002-10-01,15,94,24.9,39.8,10/01/2002,1.6291380632033725,1.6411411731783287,1.0828205219063136,4.11501338173883,1.6411411731783287,PM10,0.016160099999999997,0.0162782,0.01077,0.040326,0.0162782,0.0673742,6.9695683416263865,Low
2002-11-01,21,88,51.4,49.5,11/01/2002,3.3921236926800047,2.045183020214325,1.5192246522813146,3.8473659473166277,3.3921236926800047,PM2.5,0.033358599999999995,0.0202455,0.015078,0.037752,0.033358599999999995,0.0861886,9.001188516204927,Moderate
2002-12-01,26,57,15.5,56.0,12/01/2002,1.0110266857060068,2.3168310674482218,1.8843336472990524,2.4754426517293426,2.3168310674482218,PM10,0.010059499999999999,0.022904,0.018668,0.024453000000000003,0.022904,0.066025,6.8253423167746075,Low
2002-01-13,17,75,19.2,41.7,13/01/2002,1.2538759243308162,1.7201572016855016,1.228079723320863,3.2698211679893507,1.7201572016855016,PM10,0.0124608,0.017055300000000002,0.012206,0.032175,0.017055300000000002,0.061436300000000006,6.336275816366066,Low
2002-01-14,21,55,8.8,22.5,14/01/2002,0.5727539994902386,0.9244973189659556,1.5192246522813146,2.3875564305146035,0.9244973189659556,PM10,0.0057112,0.0092025,0.015078,0.023595,0.0092025,0.0478755,4.904004170874887,Low
2002-01-15,17,39,6.9,15.4,15/01/2002,0.4488141673415713,0.6318477893364927,1.228079723320863,1.6871747031061979,0.6318477893364927,PM10,0.0044781,0.0062986000000000006,0.012206,0.016731,0.0062986000000000006,0.0352356,3.5863729547531698,Low
2002-01-16,17,29,5.0,12.4,16/01/2002,0.32502707121115915,0.5084482332084583,1.228079723320863,1.251871117435166,0.5084482332084583,PM10,0.0032449999999999996,0.005071600000000001,0.012206,0.012441,0.005071600000000001,0.0297186,3.0164604842601417,Low
2002-01-17,19,63,9.3,19.3,17/01/2002,0.6053951539039648,0.7924937388607667,1.3735476667895652,2.739554206864292,0.7924937388607667,PM10,0.0060357,0.0078937,0.013642,0.027027000000000002,0.0078937,0.0485627,4.976118978350974,Low
2002-01-18,17,49,7.6,14.9,18/01/2002,0.49445843092721375,0.6112706805446511,1.228079723320863,2.124349752579402,0.6112706805446511,PM10,0.004932399999999999,0.006094100000000001,0.012206,0.021021,0.006094100000000001,0.0393211,4.010440756107259,Low
2002-01-19,17,65,8.2,18.5,19/01/2002,0.5335985931352427,0.7595198297351224,1.228079723320863,2.8277425717722293,0.7595198297351224,PM10,0.005321799999999999,0.0075665,0.012206,0.027885,0.0075665,0.0476575,4.881137590513451,Low
2002-01-20,15,94,10.3,29.8,20/01/2002,0.670709247489687,1.22627787953824,1.0828205219063136,4.11501338173883,1.22627787953824,PM10,0.0066847,0.012188200000000001,0.01077,0.040326,0.012188200000000001,0.0632842,6.532956287400715,Low
2002-01-21,23,108,16.1,32.8,21/01/2002,1.0503680387617509,1.350558753220077,1.6651109801961494,4.7422097374126615,1.350558753220077,PM10,0.0104489,0.0134152,0.016514,0.046332000000000005,0.0134152,0.0762612,7.9244435991206785,Low
2002-01-22,38,120,23.1,36.7,22/01/2002,1.5104842233196303,1.5123520334131335,2.765961665508554,5.282812951897586,1.5123520334131335,PM10,0.014991899999999999,0.015010300000000002,0.027284,0.051480000000000005,0.015010300000000002,0.0937743,9.83118289610012,Moderate
2002-01-23,36,73,18.3,36.0,23/01/2002,1.1947508045756283,1.483293206995473,2.6184956504964108,3.1812536623204934,1.483293206995473,PM10,0.011876699999999999,0.014724000000000001,0.025848,0.031317000000000005,0.014724000000000001,0.07188900000000001,7.453606394079193,Low
2002-01-24,19,45,5.5,15.0,24/01/2002,0.35758782519237364,0.615385765668397,1.3735476667895652,1.949254642974263,0.615385765668397,PM10,0.0035694999999999998,0.006135000000000001,0.013642,0.019305,0.006135000000000001,0.039082,3.9855748325621,Low
2002-01-25,19,35,6.2,15.8,25/01/2002,0.4031906352353509,0.6483125064119521,1.3735476667895652,1.5128291425889007,0.6483125064119521,PM10,0.0040238,0.0064622,0.013642,0.015015,0.0064622,0.0351192,3.5743162026578235,Low
2002-01-26,17,57,8.3,16.4,26/01/2002,0.5401234354127649,0.6730146331280107,1.228079723320863,2.4754426517293426,0.6730146331280107,PM10,0.0053867,0.0067076,0.012206,0.024453000000000003,0.0067076,0.043366600000000005,4.432067264174688,Low
2002-01-27,17,63,7.6,16.7,27/01/2002,0.49445843092721375,0.6853679698852089,1.228079723320863,2.739554206864292,0.6853679698852089,PM10,0.004932399999999999,0.0068303,0.012206,0.027027000000000002,0.0068303,0.0460633,4.714069286495093,Low
2002-01-28,13,59,7.8,16.4,28/01/2002,0.5075034582355142,0.6730146331280107,0.9377697630074788,2.5634043116804506,0.6730146331280107,PM10,0.005062199999999999,0.0067076,0.009334,0.025311,0.0067076,0.0413526,4.22195273705559,Low
2002-01-29,17,61,10.1,22.2,29/01/2002,0.6576430374447328,0.9121146428376248,1.228079723320863,2.6514414751221738,0.9121146428376248,PM10,0.006554899999999999,0.0090798,0.012206,0.026169,0.0090798,0.047454800000000005,4.859880338419154,Low
2002-01-30,19,59,5.3,12.0,30/01/2002,0.3445622556704109,0.4920063960564658,1.3735476667895652,2.5634043116804506,0.4920063960564658,PM10,0.0034396999999999995,0.004908,0.013642,0.025311,0.004908,0.043861,4.4837112435698545,Low
2002-01-31,15,31,7.5,20.5,31/01/2002,0.48793655221230914,0.8419748364558721,1.0828205219063136,1.3387825025063638,0.8419748364558721,PM10,0.004867499999999999,0.0083845,0.01077,0.013299,0.0083845,0.032453499999999996,3.298585818476285,Low
2002-01-02,15,20,7.4,16.0,1/02/2002,0.4814150967535902,0.6565458751151665,1.0828205219063136,0.8616913697647277,0.6565458751151665,PM10,0.0048026,0.006544,0.01077,0.00858,0.006544,0.025894,2.623216209868362,Low
2002-02-02,17,77,8.3,20.7,2/02/2002,0.5401234354127649,0.8502240473856171,1.228079723320863,3.35846469718748,0.8502240473856171,PM10,0.0053867,0.0084663,0.012206,0.033033,0.0084663,0.0537053,5.517359667173372,Low
2002-03-02,17,39,8.6,29.5,3/02/2002,0.5597005032113467,1.2138581772067392,1.228079723320863,1.6871747031061979,1.2138581772067392,PM10,0.005581399999999999,0.0120655,0.012206,0.016731,0.0120655,0.0410025,4.185471017899922,Low
2002-04-02,21,37,6.3,21.3,4/02/2002,0.4097070137617731,0.8749757292739968,1.5192246522813146,1.5999645257271045,0.8749757292739968,PM10,0.0040887,0.008711700000000001,0.015078,0.015873,0.008711700000000001,0.0396627,4.0459767918789025,Low
2002-05-02,23,35,5.9,13.3,5/02/2002,0.38364403694175486,0.5454522031659526,1.6651109801961494,1.5128291425889007,0.5454522031659526,PM10,0.0038290999999999998,0.0054397000000000004,0.016514,0.015015,0.0054397000000000004,0.0369687,3.766054155490828,Low
2002-06-02,24,29,9.4,17.2,6/02/2002,0.6119246559294966,0.7059602331221937,1.7381327415552095,1.251871117435166,0.7059602331221937,PM10,0.006100599999999999,0.0070348,0.017232,0.012441,0.0070348,0.0367078,3.7389851232704663,Low
2002-07-02,23,43,7.7,21.5,7/02/2002,0.5009807329257931,0.8832276397871874,1.6651109801961494,1.8618196974460988,0.8832276397871874,PM10,0.0049973,0.008793500000000001,0.016514,0.018447,0.008793500000000001,0.0437545,4.472584320841566,Low
2002-08-02,28,77,16.2,22.5,8/02/2002,1.0569264204646434,0.9244973189659556,2.0307446483558644,3.35846469718748,1.0569264204646434,PM2.5,0.010513799999999998,0.0092025,0.020104,0.033033,0.010513799999999998,0.06365080000000001,6.572018428828708,Low
2002-09-02,17,53,9.0,24.6,9/02/2002,0.5858091902229301,1.0112186068390372,1.228079723320863,2.299745583337587,1.0112186068390372,PM10,0.005841,0.010061400000000002,0.012206,0.022737,0.010061400000000002,0.0450044,4.603246244142611,Low
2002-10-02,19,57,10.4,22.1,10/02/2002,0.6772429885374409,0.9079874217509998,1.3735476667895652,2.4754426517293426,0.9079874217509998,PM10,0.0067496,0.0090389,0.013642,0.024453000000000003,0.0090389,0.047133900000000006,4.826236201309064,Low
2002-11-02,19,29,6.3,17.2,11/02/2002,0.4097070137617731,0.7059602331221937,1.3735476667895652,1.251871117435166,0.7059602331221937,PM10,0.0040887,0.0070348,0.013642,0.012441,0.0070348,0.0331178,3.367229866631738,Low
2002-12-02,15,49,5.6,18.5,12/02/2002,0.3641012440003921,0.7595198297351224,1.0828205219063136,2.124349752579402,0.7595198297351224,PM10,0.0036343999999999994,0.0075665,0.01077,0.021021,0.0075665,0.039357500000000004,4.014226805056453,Low
2002-02-13,21,29,6.7,14.6,13/02/2002,0.4357767574088456,0.5989264349671064,1.5192246522813146,1.251871117435166,0.5989264349671064,PM10,0.004348299999999999,0.0059714,0.015078,0.012441,0.0059714,0.033490400000000003,3.4057516726468506,Low
2002-02-14,23,71,15.8,22.1,14/02/2002,1.0306954472935281,0.9079874217509998,1.6651109801961494,3.0927621149807294,1.0306954472935281,PM2.5,0.0102542,0.0090389,0.016514,0.030459,0.0102542,0.0572272,5.889636432151324,Low
2002-02-15,26,75,16.4,25.1,15/02/2002,1.070044460856412,1.031877513345325,1.8843336472990524,3.2698211679893507,1.070044460856412,PM2.5,0.010643599999999998,0.010265900000000001,0.018668,0.032175,0.010643599999999998,0.0614866,6.341624665562051,Low
2002-02-16,23,108,17.1,21.7,16/02/2002,1.1159710134815315,0.8914802253342735,1.6651109801961494,4.7422097374126615,1.1159710134815315,PM2.5,0.0110979,0.008875300000000001,0.016514,0.046332000000000005,0.0110979,0.0739439,7.674639832886854,Low
2002-02-17,19,90,14.0,25.1,17/02/2002,0.9127402998879486,1.031877513345325,1.3735476667895652,3.936505222580089,1.031877513345325,PM10,0.009085999999999999,0.010265900000000001,0.013642,0.03861,0.010265900000000001,0.0625179,6.451351353921231,Low
2002-02-18,23,20,9.1,20.0,18/02/2002,0.5923374210781818,0.8213547610763872,1.6651109801961494,0.8616913697647277,0.8213547610763872,PM10,0.0059058999999999995,0.00818,0.016514,0.00858,0.00818,0.033274,3.3833770890021375,Low
2002-02-19,19,51,6.9,19.5,19/02/2002,0.4488141673415713,0.8007389020711742,1.3735476667895652,2.212010045555113,0.8007389020711742,PM10,0.0044781,0.0079755,0.013642,0.021879000000000003,0.0079755,0.0434965,4.445633870844334,Low
2002-02-20,28,75,12.8,23.2,20/02/2002,0.8341800530732746,0.9533961392170998,2.0307446483558644,3.2698211679893507,0.9533961392170998,PM10,0.008307199999999999,0.0094888,0.020104,0.032175,0.0094888,0.061767800000000005,6.371532135211155,Low
2002-02-21,26,69,16.9,41.6,21/02/2002,1.1028470122100842,1.7159969323340407,1.8843336472990524,3.004346460825724,1.7159969323340407,PM10,0.010968099999999998,0.017014400000000002,0.018668,0.029601000000000002,0.017014400000000002,0.0652834,6.746150011048901,Low
2002-02-22,26,71,13.8,38.3,22/02/2002,0.8996426762512,1.5788034571182052,1.8843336472990524,3.0927621149807294,1.5788034571182052,PM10,0.0089562,0.0156647,0.018668,0.030459,0.0156647,0.06479170000000001,6.693675830922885,Low
2002-02-23,21,59,11.5,26.0,23/02/2002,0.74914213365318,1.069074193086883,1.5192246522813146,2.5634043116804506,1.069074193086883,PM10,0.0074635,0.010634000000000001,0.015078,0.025311,0.010634000000000001,0.051023,5.2347096988091035,Low
2002-02-24,23,53,11.8,22.1,24/02/2002,0.7687599013543212,0.9079874217509998,1.6651109801961494,2.299745583337587,0.9079874217509998,PM10,0.0076581999999999996,0.0090389,0.016514,0.022737,0.0090389,0.048289900000000004,4.9474853988914935,Low
2002-02-25,19,29,16.4,24.3,25/02/2002,1.070044460856412,0.9988252906614647,1.3735476667895652,1.251871117435166,1.070044460856412,PM2.5,0.010643599999999998,0.0099387,0.013642,0.012441,0.010643599999999998,0.0367266,3.740935434523651,Low
2002-02-26,21,59,7.8,16.0,26/02/2002,0.5075034582355142,0.6565458751151665,1.5192246522813146,2.5634043116804506,0.6565458751151665,PM10,0.005062199999999999,0.006544,0.015078,0.025311,0.006544,0.046933,4.805178725750459,Low
2002-02-27,23,98,19.1,30.8,27/02/2002,1.247304761019885,1.2676878949618775,1.6651109801961494,4.293828123871668,1.2676878949618775,PM10,0.0123959,0.012597200000000001,0.016514,0.042042,0.012597200000000001,0.0711532,7.374571111140837,Low
2002-02-28,30,37,9.5,25.7,28/02/2002,0.618454581733463,1.0566737784643898,2.177366046639251,1.5999645257271045,1.0566737784643898,PM10,0.006165499999999999,0.0105113,0.02154,0.015873,0.0105113,0.0479243,4.909123611191757,Low
2002-01-03,26,73,10.7,27.4,1/03/2002,0.6968467561121683,1.126962916929819,1.8843336472990524,3.1812536623204934,1.126962916929819,PM10,0.006944299999999999,0.0112066,0.018668,0.031317000000000005,0.0112066,0.061191600000000006,6.310258513020672,Low
2002-02-03,23,84,11.6,26.1,2/03/2002,0.7556809651604324,1.073208002757231,1.6651109801961494,3.669316677315848,1.073208002757231,PM10,0.007528399999999999,0.010674900000000001,0.016514,0.036036,0.010674900000000001,0.0632249,6.526639070400209,Low
2002-03-03,23,67,9.5,20.6,3/03/2002,0.618454581733463,0.8460993575725606,1.6651109801961494,2.9160066347670988,0.8460993575725606,PM10,0.006165499999999999,0.008425400000000001,0.016514,0.028743,0.008425400000000001,0.053682400000000005,5.514943347303958,Low
2002-04-03,24,41,7.6,14.0,4/03/2002,0.49445843092721375,0.5742424872642315,1.7381327415552095,1.7744597389271588,0.5742424872642315,PM10,0.004932399999999999,0.005726,0.017232,0.017589,0.005726,0.040547,4.138025342424201,Low
2002-05-03,19,26,6.6,14.3,5/03/2002,0.42925868701095826,0.5865837039355615,1.3735476667895652,1.1216437785749545,0.5865837039355615,PM10,0.0042834,0.005848700000000001,0.013642,0.011154,0.005848700000000001,0.0306447,3.111908218566173,Low
2002-06-03,19,71,16.0,22.7,6/03/2002,1.0438100826839936,0.9327532805108785,1.3735476667895652,3.0927621149807294,1.0438100826839936,PM2.5,0.010384,0.0092843,0.013642,0.030459,0.010384,0.054485,5.599663634537944,Low
2002-07-03,32,112,21.5,41.1,7/03/2002,1.4051304456501823,1.6951981377106184,2.3241981444966697,4.922101672459012,1.6951981377106184,PM10,0.013953499999999999,0.016809900000000003,0.022976,0.048048,0.016809900000000003,0.08783389999999999,9.18067578638393,Moderate
2002-08-03,13,45,12.1,26.0,8/03/2002,0.7883814890066843,1.069074193086883,0.9377697630074788,1.949254642974263,1.069074193086883,PM10,0.0078529,0.010634000000000001,0.009334,0.019305,0.010634000000000001,0.039273,4.005437974224768,Low
2002-09-03,15,41,5.3,15.8,9/03/2002,0.3445622556704109,0.6483125064119521,1.0828205219063136,1.7744597389271588,0.6483125064119521,PM10,0.0034396999999999995,0.0064622,0.01077,0.017589,0.0064622,0.0348212,3.543455654879435,Low
2002-10-03,19,37,6.0,14.6,10/03/2002,0.3901591468527865,0.5989264349671064,1.3735476667895652,1.5999645257271045,0.5989264349671064,PM10,0.003894,0.0059714,0.013642,0.015873,0.0059714,0.0354864,3.6123556751871844,Low
2002-11-03,24,63,8.5,17.6,11/03/2002,0.5531743904233499,0.7224370759853382,1.7381327415552095,2.739554206864292,0.7224370759853382,PM10,0.0055165,0.007198400000000001,0.017232,0.027027000000000002,0.007198400000000001,0.0514574,5.280433587211797,Low
2002-12-03,24,86,15.8,30.4,12/03/2002,1.0306954472935281,1.2511218563611592,1.7381327415552095,3.7583031207501616,1.2511218563611592,PM10,0.0102542,0.0124336,0.017232,0.036894,0.0124336,0.0665596,6.882466412687505,Low
2002-03-13,24,37,10.1,24.2,13/03/2002,0.6576430374447328,0.9946945231818605,1.7381327415552095,1.5999645257271045,0.9946945231818605,PM10,0.006554899999999999,0.0098978,0.017232,0.015873,0.0098978,0.04300280000000001,4.39408178808105,Low
2002-03-14,26,43,13.3,22.1,14/03/2002,0.8669060540069662,0.9079874217509998,1.8843336472990524,1.8618196974460988,0.9079874217509998,PM10,0.008631699999999999,0.0090389,0.018668,0.018447,0.0090389,0.0461539,4.723556810950824,Low
2002-03-15,28,77,17.8,27.5,15/03/2002,1.161918435279552,1.131099094297383,2.0307446483558644,3.35846469718748,1.161918435279552,PM2.5,0.0115522,0.0112475,0.020104,0.033033,0.0115522,0.0646892,6.68274028960627,Low
2002-03-16,43,100,16.0,30.5,16/03/2002,1.0438100826839936,1.2552631119331803,3.135554490062109,4.3833506280642975,1.2552631119331803,PM10,0.010384,0.012474500000000001,0.030874,0.0429,0.012474500000000001,0.0862485,9.007717882949628,Moderate
2002-03-17,34,104,14.3,41.6,17/03/2002,0.9323899232531074,1.7159969323340407,2.471241244710054,4.5626262322183475,1.7159969323340407,PM10,0.0092807,0.017014400000000002,0.024412,0.044616,0.017014400000000002,0.0860424,8.985253707306784,Moderate
2002-03-18,32,90,23.4,42.3,18/03/2002,1.5302502387570804,1.7451223913662828,2.3241981444966697,3.936505222580089,1.7451223913662828,PM10,0.015186599999999998,0.0173007,0.022976,0.03861,0.0173007,0.0788867,8.208171526643081,Moderate
2002-03-19,41,84,25.0,59.7,19/03/2002,1.6357340082997718,2.4717843437278564,2.9875581206395108,3.669316677315848,2.4717843437278564,PM10,0.016225,0.024417300000000003,0.029438,0.036036,0.024417300000000003,0.08989130000000001,9.40553534245494,Moderate
2002-03-20,26,122,26.0,45.3,20/03/2002,1.7017170088388323,1.870040277991647,1.8843336472990524,5.373184369204331,1.870040277991647,PM10,0.016874,0.0185277,0.018668,0.052338,0.0185277,0.0895337,9.366418917450115,Moderate
2002-03-21,23,53,17.6,36.9,21/03/2002,1.1487884704198148,1.520656083440497,1.6651109801961494,2.299745583337587,1.520656083440497,PM10,0.0114224,0.0150921,0.016514,0.022737,0.0150921,0.0543431,5.58468010537474,Low
2002-03-22,23,45,10.1,23.0,22/03/2002,0.6576430374447328,0.945138489155406,1.6651109801961494,1.949254642974263,0.945138489155406,PM10,0.006554899999999999,0.009407,0.016514,0.019305,0.009407,0.045226,4.626428892052825,Low
2002-03-23,19,49,13.8,18.7,23/03/2002,0.8996426762512,0.7677622955694519,1.3735476667895652,2.124349752579402,0.8996426762512,PM2.5,0.0089562,0.0076483,0.013642,0.021021,0.0089562,0.0436192,4.458450136382108,Low
2002-03-24,19,63,9.1,18.5,24/03/2002,0.5923374210781818,0.7595198297351224,1.3735476667895652,2.739554206864292,0.7595198297351224,PM10,0.0059058999999999995,0.0075665,0.013642,0.027027000000000002,0.0075665,0.0482355,4.941776410971688,Low
2002-03-25,26,77,19.4,27.6,25/03/2002,1.2670195304273602,1.135235440838045,1.8843336472990524,3.35846469718748,1.2670195304273602,PM2.5,0.012590599999999999,0.0112884,0.018668,0.033033,0.012590599999999999,0.0642916,6.640331663460697,Low
2002-03-26,26,47,17.2,32.0,26/03/2002,1.1225336529556484,1.3174022750916503,1.8843336472990524,2.036764639878119,1.3174022750916503,PM10,0.011162799999999999,0.013088,0.018668,0.020163,0.013088,0.051919,5.3290422533726955,Low
2002-03-27,24,61,13.1,23.2,27/03/2002,0.8538143792692354,0.9533961392170998,1.7381327415552095,2.6514414751221738,0.9533961392170998,PM10,0.0085019,0.0094888,0.017232,0.026169,0.0094888,0.0528898,5.431345337474647,Low
2002-03-28,34,51,11.7,19.4,28/03/2002,0.7622202210516349,0.7966162361591644,2.471241244710054,2.212010045555113,0.7966162361591644,PM10,0.007593299999999999,0.0079346,0.024412,0.021879000000000003,0.0079346,0.054225600000000006,5.572274634298058,Low
2002-03-29,30,65,7.8,15.7,29/03/2002,0.5075034582355142,0.6441960746120579,2.177366046639251,2.8277425717722293,0.6441960746120579,PM10,0.005062199999999999,0.0064213000000000004,0.02154,0.027885,0.0064213000000000004,0.0558463,5.74351434641609,Low
2002-03-30,9,45,7.1,17.8,30/03/2002,0.46185326963992246,0.7306765083263445,0.6482923767514581,1.949254642974263,0.7306765083263445,PM10,0.004607899999999999,0.0072802000000000006,0.006462,0.019305,0.0072802000000000006,0.0330472,3.3599323978068307,Low
2002-03-31,19,41,7.4,20.1,31/03/2002,0.4814150967535902,0.8254784388147529,1.3735476667895652,1.7744597389271588,0.8254784388147529,PM10,0.0048026,0.008220900000000001,0.013642,0.017589,0.008220900000000001,0.0394519,4.024046211535559,Low
2002-01-04,19,39,8.4,18.6,1/04/2002,0.546648701166319,0.7636409783730702,1.3735476667895652,1.6871747031061979,0.7636409783730702,PM10,0.0054516,0.007607400000000001,0.013642,0.016731,0.007607400000000001,0.0379804,3.8710873945851487,Low
2002-02-04,24,57,9.9,16.3,2/04/2002,0.6445785232837897,0.6688971910317809,1.7381327415552095,2.4754426517293426,0.6688971910317809,PM10,0.0064250999999999996,0.0066667,0.017232,0.024453000000000003,0.0066667,0.048351700000000004,4.953971353903097,Low
2002-03-04,38,61,12.7,21.2,3/04/2002,0.8276361271405186,0.8708500271378483,2.765961665508554,2.6514414751221738,0.8708500271378483,PM10,0.0082423,0.0086708,0.027284,0.026169,0.0086708,0.06212379999999999,6.409407142002488,Low
2002-04-04,28,59,13.7,31.6,4/04/2002,0.893094501932068,1.3008281038836111,2.0307446483558644,2.5634043116804506,1.3008281038836111,PM10,0.0088913,0.0129244,0.020104,0.025311,0.0129244,0.0583394,6.0074724022272985,Low
2002-05-04,34,57,9.3,23.3,5/04/2002,0.6053951539039648,0.9575252175582749,2.471241244710054,2.4754426517293426,0.9575252175582749,PM10,0.0060357,0.0095297,0.024412,0.024453000000000003,0.0095297,0.0583947,6.013334777544332,Low
