Date,NO2,O3,PM2.5,PM10
2/08/2004,41,53,21.8,32.3
3/08/2004,32,55,8.7,21.9
4/08/2004,28,57,5.3,12.8
5/08/2004,28,55,7.6,16.4
6/08/2004,32,59,13.6,20.1
7/08/2004,40,61,20.1,30.5
8/08/2004,38,65,19.6,28.6
9/08/2004,32,57,11.9,22
10/08/2004,32,59,11.1,26.7
11/08/2004,34,53,13.2,25.2
12/08/2004,43,59,24.6,38.9
13/08/2004,41,61,16.5,31.9
14/08/2004,23,59,11.7,34.3
15/08/2004,17,59,5.2,15
16/08/2004,40,49,7.9,14.8
17/08/2004,38,55,9,15.6
18/08/2004,32,43,5.6,9.2
19/08/2004,40,57,9.7,14.5
20/08/2004,34,65,12.8,20.3
21/08/2004,30,67,9.1,15.4
22/08/2004,34,59,8.7,15.4
23/08/2004,38,63,14.9,30.1
24/08/2004,36,69,21.3,29.3
25/08/2004,40,73,14.4,27
26/08/2004,53,69,16.9,33.2
27/08/2004,62,73,23.1,40
28/08/2004,49,77,17.4,32.3
29/08/2004,40,59,12,23.9
30/08/2004,28,59,20.9,19.4
31/08/2004,30,57,11.4,40.7
1/09/2004,32,55,10.8,26.6
2/09/2004,32,61,4.9,15.1
3/09/2004,41,63,10.4,19.6
4/09/2004,32,69,9.6,15.6
5/09/2004,36,65,10.9,16.2
6/09/2004,49,69,16.5,22.2
7/09/2004,43,37,15.7,22.3
8/09/2004,19,55,7.2,19.1
9/09/2004,26,53,14,35.8
10/09/2004,30,63,6.6,17
11/09/2004,30,59,6.9,15.9
12/09/2004,15,57,3.5,9.3
13/09/2004,30,61,9.4,16.9
14/09/2004,26,61,10.6,17.8
15/09/2004,24,53,14.8,21.4
16/09/2004,26,63,10.9,22.5
17/09/2004,40,75,15.4,27.3
18/09/2004,40,80,15.2,27.6
19/09/2004,34,79,13.1,26.2
20/09/2004,36,65,8.2,12.4
21/09/2004,51,77,12.1,23.6
22/09/2004,45,86,14,21.5
23/09/2004,38,71,16,40.7
24/09/2004,28,67,8.6,18.9
25/09/2004,30,71,9.8,21.4
26/09/2004,47,94,13.8,30.8
27/09/2004,49,75,18.6,38.3
28/09/2004,28,59,13.4,33.7
29/09/2004,24,67,20,34.2
30/09/2004,23,47,5.6,12.5
1/10/2004,21,71,4.1,12.4
2/10/2004,24,71,5.9,14.9
3/10/2004,24,77,8.8,18.7
4/10/2004,21,73,9.6,24.4
5/10/2004,36,69,8.4,17.1
6/10/2004,34,71,8.9,21
7/10/2004,34,69,8.3,26.6
8/10/2004,34,63,8.5,24.6
9/10/2004,23,71,8.6,24.9
10/10/2004,30,77,7.6,23.1
11/10/2004,43,94,17,31
12/10/2004,47,98,15.9,35.4
13/10/2004,47,116,18,43.4
14/10/2004,41,98,22.5,70.6
15/10/2004,21,63,10,26.2
16/10/2004,21,77,6.7,21.3
17/10/2004,21,55,5.8,20.2
18/10/2004,17,47,3.4,10.5
19/10/2004,17,45,4,15
20/10/2004,15,53,5.4,19.4
21/10/2004,26,57,4.5,15.4
22/10/2004,32,41,7.8,17.4
23/10/2004,30,84,8,18.1
24/10/2004,23,51,5.6,14.4
25/10/2004,24,79,6.3,14.2
26/10/2004,38,94,11.8,22.8
27/10/2004,34,77,12.6,45.2
28/10/2004,11,63,8.4,28.7
29/10/2004,23,53,5.9,19.7
30/10/2004,28,63,6.6,19.2
31/10/2004,28,73,7.5,21.4
1/11/2004,34,61,15.6,29.4
2/11/2004,30,82,9,23.3
3/11/2004,34,63,9.4,23.3
4/11/2004,32,98,11.2,40.9
5/11/2004,26,53,11.1,23.6
6/11/2004,34,63,12.3,23.6
7/11/2004,28,73,8.1,18
8/11/2004,24,45,6,15.1
9/11/2004,19,41,3.7,12.6
10/11/2004,26,49,6.3,17.8
11/11/2004,26,53,11,26.7
12/11/2004,30,65,5.9,11.8
13/11/2004,30,61,5.1,21.1
14/11/2004,11,55,4.3,13.7
15/11/2004,21,73,10.2,26.5
16/11/2004,21,67,11.8,36.6
17/11/2004,23,94,13.2,36.5
18/11/2004,38,114,21.8,40.8
19/11/2004,34,90,18.2,34.7
20/11/2004,11,47,8.4,24
21/11/2004,24,55,6.2,23.2
22/11/2004,24,47,10.3,25.8
23/11/2004,24,49,8.2,25.9
24/11/2004,23,43,7.8,23
25/11/2004,24,67,5.4,18.4
26/11/2004,38,82,11.8,35.9
27/11/2004,51,141,16.8,40.9
28/11/2004,51,130,20.2,68.9
29/11/2004,24,80,7.5,30.3
30/11/2004,53,139,25.4,55.7
1/12/2004,49,108,25.3,79.1
2/12/2004,13,55,8.9,31.6
3/12/2004,15,49,6.9,20.1
4/12/2004,13,69,4.8,18.6
5/12/2004,32,73,7.1,22.1
6/12/2004,36,82,11.2,27.6
7/12/2004,19,53,11.3,32.5
8/12/2004,17,71,13.1,38
9/12/2004,13,77,11.9,24.9
10/12/2004,19,27,12.8,24.3
11/12/2004,30,84,8.5,23.6
12/12/2004,26,90,7.7,20.4
13/12/2004,28,79,9.1,18.6
14/12/2004,26,55,8.9,24
15/12/2004,13,57,12.8,25.5
16/12/2004,19,77,11.2,29.8
17/12/2004,21,75,10.9,31.1
18/12/2004,15,71,9.5,22.7
19/12/2004,21,98,17.8,45
20/12/2004,17,51,13.2,42
21/12/2004,17,84,13.1,36.1
22/12/2004,19,88,10.9,35.5
23/12/2004,17,57,13.3,33.9
24/12/2004,28,84,25.3,37.9
25/12/2004,24,39,10.4,25.1
26/12/2004,11,61,6.5,24.6
27/12/2004,17,79,19.2,63.7
28/12/2004,8,41,6.4,22.6
29/12/2004,13,35,5.7,20.6
30/12/2004,17,45,4.4,18.3
31/12/2004,19,73,9.1,25.6
1/01/2005,30,112,12.6,33.1
2/01/2005,24,77,14.6,43.3
3/01/2005,8,79,11,32.7
4/01/2005,23,59,14.6,32.8
5/01/2005,21,77,13.6,37
6/01/2005,21,71,10.3,33
7/01/2005,19,67,8,32.9
8/01/2005,21,49,5.7,19.4
9/01/2005,13,41,4.1,16.2
10/01/2005,13,57,4.3,18.8
11/01/2005,19,63,7.6,22.3
12/01/2005,32,126,36.1,63.8
13/01/2005,30,147,31.8,63
14/01/2005,28,163,20.1,51.6
15/01/2005,23,84,14.2,45.5
16/01/2005,13,75,9.2,23.4
17/01/2005,15,37,5,21.4
18/01/2005,21,47,4.4,18.4
19/01/2005,23,71,11.8,33.3
20/01/2005,19,90,7,33.2
21/01/2005,26,96,8.3,28.5
22/01/2005,19,94,7.3,28.8
23/01/2005,15,43,4.6,24.2
24/01/2005,15,57,8.3,24
25/01/2005,11,37,5.7,20.1
26/01/2005,11,55,6.5,24.5
27/01/2005,15,45,7.4,24.4
28/01/2005,15,43,7.9,23.3
29/01/2005,11,75,5.7,20.3
30/01/2005,9,61,6,16.6
31/01/2005,17,69,6.2,19.7
1/02/2005,21,108,11.8,38.4
2/02/2005,19,86,8.7,23.2
3/02/2005,24,53,8.2,44.8
4/02/2005,26,59,9.6,42.5
5/02/2005,28,82,9.2,23.5
6/02/2005,30,94,10.2,27.7
7/02/2005,38,108,14.8,42.8
8/02/2005,43,106,16.5,39.5
9/02/2005,34,69,10.5,47.9
10/02/2005,19,37,5.4,22.5
11/02/2005,21,65,6.2,25.5
12/02/2005,24,77,7.8,24.5
13/02/2005,21,55,5.3,20.2
14/02/2005,23,79,10.3,32.2
15/02/2005,26,110,17.4,64.2
16/02/2005,23,59,11.2,39.2
17/02/2005,19,41,8.7,29.3
18/02/2005,23,71,10.1,33.6
19/02/2005,24,112,14.3,38.4
20/02/2005,17,53,10.1,22.5
21/02/2005,28,90,16.7,29.1
22/02/2005,23,61,14,25.8
23/02/2005,19,82,7.1,22.1
24/02/2005,30,106,13.9,30.5
25/02/2005,34,145,24.2,46.7
26/02/2005,11,77,16.8,33.1
27/02/2005,9,47,6.3,20.7
28/02/2005,21,67,9.8,29.6
1/03/2005,23,65,10.1,27.1
2/03/2005,24,71,14,38.8
3/03/2005,28,49,14,36.7
4/03/2005,26,90,10.5,26.1
5/03/2005,21,59,11,24.9
6/03/2005,21,65,7.4,16.7
7/03/2005,28,82,9.9,30.8
8/03/2005,30,75,14.8,28.6
9/03/2005,19,82,11.3,28.8
10/03/2005,19,57,14.4,24.8
11/03/2005,21,71,12.3,27.2
12/03/2005,21,96,14.8,34.6
13/03/2005,19,79,10.2,26.9
14/03/2005,17,71,13.6,31.1
15/03/2005,30,96,12.8,36.5
16/03/2005,30,55,15.1,32.6
17/03/2005,17,33,4,12.8
18/03/2005,17,35,3.2,14.6
19/03/2005,13,47,3.6,14.3
20/03/2005,13,51,3.4,11.1
21/03/2005,21,49,3.8,14.4
22/03/2005,15,33,3.3,12.9
23/03/2005,8,35,4.5,12.8
24/03/2005,24,47,8.4,22.1
25/03/2005,23,51,7.8,16.5
26/03/2005,17,43,5.1,17.3
27/03/2005,32,67,11,34.6
28/03/2005,32,65,9.3,22.4
29/03/2005,19,47,5.6,19.5
30/03/2005,23,39,5.1,14.1
31/03/2005,26,39,10.2,18.1
1/04/2005,38,69,11.4,26.5
2/04/2005,40,102,16.8,44.8
3/04/2005,40,77,17.4,31.6
4/04/2005,23,43,21.9,86.1
5/04/2005,30,45,7.3,20.1
6/04/2005,30,61,7.3,25.5
7/04/2005,28,67,14.2,34.3
8/04/2005,30,59,11.8,24.4
9/04/2005,21,65,10.9,28.9
10/04/2005,26,69,9.1,28.9
11/04/2005,28,47,15.5,39.1
12/04/2005,21,51,8.1,19.8
13/04/2005,32,55,10.1,23.5
14/04/2005,40,79,11.3,33.7
15/04/2005,32,39,12.9,29
16/04/2005,26,61,7.1,20.3
17/04/2005,26,67,9.6,23.9
18/04/2005,43,71,19.8,49.4
19/04/2005,40,80,13.5,38
20/04/2005,36,37,9,26.9
21/04/2005,28,39,12.1,29.4
22/04/2005,43,55,13.5,31.6
23/04/2005,34,69,11.8,28.4
24/04/2005,30,75,14.8,29.2
25/04/2005,47,80,19.4,40.6
26/04/2005,45,96,24.7,45.6
27/04/2005,38,59,24.3,34.9
28/04/2005,45,69,17.8,36.8
29/04/2005,40,55,12.9,44.2
30/04/2005,36,69,21.5,46.4
1/05/2005,34,49,15.4,32.6
2/05/2005,32,49,11.8,26.7
3/05/2005,36,55,15.8,36.4
4/05/2005,36,49,14,31.4
5/05/2005,36,49,14.4,30.9
6/05/2005,34,57,16.2,37.8
7/05/2005,21,41,7.7,18.4
8/05/2005,32,61,9.9,23.5
9/05/2005,43,63,13.6,30.8
10/05/2005,49,61,18.6,37.6
11/05/2005,43,61,18.1,41.2
12/05/2005,38,53,21.1,34.4
13/05/2005,23,47,10.9,20.9
14/05/2005,24,51,9,17.6
15/05/2005,21,55,7.8,19.9
16/05/2005,19,47,10.5,17
17/05/2005,24,45,4.2,10.9
18/05/2005,24,49,3.1,9.7
19/05/2005,32,53,5.7,14.2
20/05/2005,34,45,12.1,22.6
21/05/2005,41,53,18.8,30.9
22/05/2005,43,67,20.4,30.5
23/05/2005,55,53,24.2,38
24/05/2005,51,31,24.8,47.5
25/05/2005,40,39,19.9,33.7
26/05/2005,45,57,18.7,35.2
27/05/2005,38,51,14.8,29.1
28/05/2005,30,61,7.8,33.1
29/05/2005,40,61,18.2,31.4
30/05/2005,51,51,24.1,38.9
31/05/2005,45,57,21.7,38.1
1/06/2005,49,57,22.7,41.2
2/06/2005,56,61,25.9,38.1
3/06/2005,49,47,23.5,39.9
4/06/2005,49,61,28.6,44.2
5/06/2005,36,63,27.5,42.6
6/06/2005,45,61,25.9,40.9
7/06/2005,55,37,33.8,56
8/06/2005,55,51,30.6,50.6
9/06/2005,60,49,33.2,61.5
10/06/2005,47,47,32.4,43.9
11/06/2005,40,18,21.4,29.7
12/06/2005,38,59,21.8,24.3
13/06/2005,32,43,22.6,30.3
14/06/2005,36,53,14.7,19.3
15/06/2005,32,53,13.3,23.8
16/06/2005,28,59,10.2,21.4
17/06/2005,36,57,17.8,24.2
18/06/2005,40,59,16.2,28
19/06/2005,32,55,17.2,23.6
20/06/2005,34,55,11.9,16.4
21/06/2005,23,51,5.3,23.4
22/06/2005,26,53,6.2,12.8
23/06/2005,32,39,10.6,22.6
24/06/2005,21,55,7.7,20
25/06/2005,24,51,7.2,15
26/06/2005,32,47,7.7,14.6
27/06/2005,40,37,11.3,19
28/06/2005,36,35,15.7,27
29/06/2005,30,47,5.3,15.1
30/06/2005,15,55,4.2,21
1/07/2005,24,49,3.2,11.3
2/07/2005,19,53,4.5,10.7
3/07/2005,28,59,10.6,19.5
4/07/2005,34,55,18.6,24.2
5/07/2005,38,53,16.9,26.1
6/07/2005,41,51,18.4,28.1
7/07/2005,36,16,27.3,40.5
8/07/2005,32,29,13.8,27.8
9/07/2005,28,51,14,22
10/07/2005,11,61,4.3,15.6
11/07/2005,36,59,10.4,21.6
12/07/2005,36,20,17.2,31.5
13/07/2005,36,47,16.1,22.7
14/07/2005,36,47,12.2,20.7
15/07/2005,26,43,11.1,18.1
16/07/2005,23,53,6.3,13
17/07/2005,17,61,6.1,12.7
18/07/2005,40,57,19.1,23.9
19/07/2005,38,59,14.3,24.5
20/07/2005,43,57,15.5,26.3
21/07/2005,45,57,20.5,28.1
22/07/2005,41,49,27,38.4
23/07/2005,38,53,23.8,33.6
24/07/2005,34,67,20.4,23.5
25/07/2005,26,59,12.2,29.1
26/07/2005,28,61,9.5,21.7
27/07/2005,41,61,14.3,27.3
28/07/2005,38,59,12.4,20.9
29/07/2005,45,61,24.6,37.8
30/07/2005,36,63,19.4,29.5
31/07/2005,43,63,19.3,32.5
1/08/2005,43,59,17.6,32
2/08/2005,45,67,19.2,33.8
3/08/2005,38,61,19.9,40.1
4/08/2005,24,59,9.6,20.6
5/08/2005,43,63,10.8,21.6
6/08/2005,45,63,23.5,30.7
7/08/2005,36,63,24,26.4
8/08/2005,43,59,12.8,25.5
9/08/2005,36,59,12,26.5
10/08/2005,19,61,3,27.4
11/08/2005,28,63,12.3,22.3
12/08/2005,43,61,13.5,24.4
13/08/2005,47,67,20.3,30.1
14/08/2005,43,71,24.1,33.5
15/08/2005,38,63,18.2,50.8
16/08/2005,47,61,17.4,29.3
17/08/2005,49,61,15.2,31.2
18/08/2005,55,67,19.7,42.8
19/08/2005,53,59,19.6,40.9
20/08/2005,36,73,18.1,29.3
21/08/2005,23,61,7.5,13
22/08/2005,36,59,10.3,23.9
23/08/2005,36,63,8,18.2
24/08/2005,43,67,13.5,25
25/08/2005,47,69,16.5,32.2
26/08/2005,41,69,15.8,29.1
27/08/2005,36,63,17.9,23.8
28/08/2005,34,71,21.9,35.4
29/08/2005,38,61,28.1,40.9
30/08/2005,36,61,16.2,29.1
31/08/2005,26,57,34.5,88.5
1/09/2005,30,69,9.1,30.4
2/09/2005,32,71,10.4,21.7
3/09/2005,28,67,14.6,25.9
4/09/2005,28,53,15.5,21
5/09/2005,38,63,8.7,16.7
6/09/2005,40,63,10.1,22
7/09/2005,38,71,14.4,24.8
8/09/2005,38,77,14.3,25.7
9/09/2005,47,79,17.2,34.6
10/09/2005,47,79,15.3,29.4
11/09/2005,26,63,5.9,17
12/09/2005,17,61,4.1,12.8
13/09/2005,26,63,6.5,14
14/09/2005,32,61,9.9,18.6
15/09/2005,32,63,9.1,17
16/09/2005,34,35,8.3,25.7
17/09/2005,19,57,4.8,14
18/09/2005,30,63,6.5,19.2
19/09/2005,45,63,11,24.1
20/09/2005,40,57,16.6,20.2
21/09/2005,38,75,10.4,20.5
22/09/2005,45,77,15,28.6
23/09/2005,56,84,19.2,36.2
24/09/2005,53,100,24.6,37.1
25/09/2005,15,71,6.9,18.5
26/09/2005,32,41,11,20.2
27/09/2005,26,61,7,19.5
28/09/2005,30,57,9.2,30.2
29/09/2005,24,57,5.8,19.4
30/09/2005,41,67,9.5,22.7
1/10/2005,41,75,10.4,21.2
2/10/2005,38,75,10.7,20.5
3/10/2005,36,84,21.5,53.7
4/10/2005,13,63,19.7,53.3
5/10/2005,60,98,19.2,41.7
6/10/2005,47,69,15.9,47.6
7/10/2005,28,71,8.5,34.5
8/10/2005,30,65,8.3,23.6
9/10/2005,11,61,3.2,10.6
10/10/2005,36,67,7.7,22.5
11/10/2005,40,71,17.3,37.4
12/10/2005,24,49,12.2,33.6
13/10/2005,26,77,12.6,35.5
14/10/2005,26,63,12.5,31.8
15/10/2005,21,59,6.8,22.9
16/10/2005,24,53,6.7,17.7
17/10/2005,23,55,4.8,12.4
18/10/2005,21,59,5.8,21.4
19/10/2005,21,59,7.9,21.2
20/10/2005,26,43,6.5,21
21/10/2005,32,73,7.8,17.6
22/10/2005,36,77,12.1,20.4
23/10/2005,32,84,12.5,25
24/10/2005,32,59,13.1,27.7
25/10/2005,36,79,9,20.2
26/10/2005,36,73,11.5,25.7
27/10/2005,36,77,9,29.1
28/10/2005,38,77,11.2,31.2
29/10/2005,26,88,13.2,33.6
30/10/2005,23,47,11.6,29.5
31/10/2005,23,86,11.6,23.6
1/11/2005,17,55,6.2,17.1
2/11/2005,24,86,12,21.9
3/11/2005,28,77,11.8,29.4
4/11/2005,28,45,16.7,31
5/11/2005,13,57,6.9,21.2
6/11/2005,17,65,6.7,21.9
7/11/2005,17,55,6.6,24
8/11/2005,23,61,7.1,20.6
9/11/2005,40,96,14.3,36.1
10/11/2005,36,79,10,26.5
11/11/2005,26,67,6.8,28.2
12/11/2005,30,75,10,29.2
13/11/2005,30,94,7.5,24.5
14/11/2005,21,77,7.9,24.4
15/11/2005,23,73,12.3,46.6
16/11/2005,15,45,6,19.4
17/11/2005,26,59,7.3,21.2
18/11/2005,26,73,10.1,24.8
19/11/2005,24,104,17.7,49.3
20/11/2005,8,61,8.7,31.7
21/11/2005,19,39,6,19.3
22/11/2005,23,75,10.8,32.5
23/11/2005,17,43,5.8,17.1
24/11/2005,19,45,11.6,25.2
25/11/2005,28,49,8.7,18.3
26/11/2005,28,84,8.8,20
27/11/2005,15,57,6.7,18
28/11/2005,15,41,4,14.8
29/11/2005,23,55,6.4,16.6
30/11/2005,30,51,8.5,23.8
1/12/2005,43,82,16,32.9
2/12/2005,40,92,14,29.2
3/12/2005,19,53,5.1,12.7
4/12/2005,23,59,5.7,17
5/12/2005,26,67,17.3,50
6/12/2005,24,104,19.4,49.6
7/12/2005,26,100,14.7,40.5
8/12/2005,21,88,13.6,41.1
9/12/2005,24,71,9.6,34.2
10/12/2005,30,65,14.7,53
11/12/2005,11,61,9.4,31.7
12/12/2005,17,73,8.7,29.3
13/12/2005,23,104,19.5,47.7
14/12/2005,24,75,8.6,31.1
15/12/2005,24,86,8.8,27.2
16/12/2005,24,75,10.8,34.7
17/12/2005,23,73,21.1,49
18/12/2005,11,53,4.7,17.6
19/12/2005,21,59,9.1,29
20/12/2005,24,90,14.3,33.7
21/12/2005,56,118,28.3,55.6
22/12/2005,53,79,21.2,43.4
23/12/2005,17,96,14.7,48.9
24/12/2005,23,71,20.9,109.6
25/12/2005,17,59,13.6,32
26/12/2005,21,77,11.6,34.3
27/12/2005,11,82,10.8,35.8
28/12/2005,30,114,18,41.7
29/12/2005,21,94,16.3,39.5
30/12/2005,21,114,18.5,49
31/12/2005,23,114,17.7,44.1
1/01/2006,23,102,24.4,98
2/01/2006,15,63,16.3,57.2
3/01/2006,19,94,13.1,34.4
4/01/2006,17,43,12.3,32.7
5/01/2006,17,26,8.3,26.1
6/01/2006,15,65,12.3,25.5
7/01/2006,11,39,7,24
8/01/2006,13,49,6.2,22.7
9/01/2006,15,39,8.2,23.4
10/01/2006,19,71,9.8,29.6
11/01/2006,23,90,13,33.9
12/01/2006,17,80,7.3,21
13/01/2006,17,45,5.3,19.9
14/01/2006,13,108,10.8,22.5
15/01/2006,13,47,8.8,31.3
16/01/2006,24,33,7.5,24
17/01/2006,24,65,6.5,16
18/01/2006,13,37,7.7,21
19/01/2006,15,35,6.9,23.5
20/01/2006,15,51,8.3,25.2
21/01/2006,19,112,14.8,27.7
22/01/2006,24,114,12.8,30.1
23/01/2006,28,139,10.8,30.3
24/01/2006,30,61,10.7,29.6
25/01/2006,19,33,9.2,26.2
26/01/2006,19,65,11.6,36
27/01/2006,21,108,14,33.5
28/01/2006,15,77,6.1,22.6
29/01/2006,15,75,6.9,22.7
30/01/2006,17,79,9.9,26.9
31/01/2006,13,45,8.6,38.6
1/02/2006,23,94,10.6,30.8
2/02/2006,21,120,16.6,42.6
3/02/2006,13,49,6.9,23.6
4/02/2006,11,47,9.7,29.1
5/02/2006,15,61,7.1,24
6/02/2006,19,100,18.2,41.8
7/02/2006,17,59,16.6,39.8
8/02/2006,19,61,13.2,31.7
9/02/2006,23,82,13.7,44.6
10/02/2006,24,57,10.1,35.7
11/02/2006,21,71,8.8,32.5
12/02/2006,15,75,11.9,41.6
13/02/2006,26,71,12.4,43.9
14/02/2006,17,37,8.4,27.4
15/02/2006,19,45,8.8,28.6
16/02/2006,30,71,12.4,31.5
17/02/2006,41,133,9.1,21.3
18/02/2006,51,153,17.8,41.4
19/02/2006,24,122,15.9,35
20/02/2006,11,51,11.3,27.7
21/02/2006,15,75,6.7,19.5
22/02/2006,23,73,13,28.9
23/02/2006,19,43,11.3,24
24/02/2006,19,65,11.1,28.4
25/02/2006,17,82,8.6,32.8
26/02/2006,19,65,10.9,33.8
27/02/2006,17,43,8.5,22.7
28/02/2006,23,79,9.2,22.5
1/03/2006,21,45,9.3,22.3
2/03/2006,19,43,7.4,23.9
3/03/2006,19,37,6.8,21.3
4/03/2006,19,45,6.9,20.4
5/03/2006,19,59,5.4,15.8
6/03/2006,19,79,17.7,46.8
7/03/2006,23,94,15.6,44.8
8/03/2006,24,65,14.5,33.1
9/03/2006,36,94,16.5,44.3
10/03/2006,36,88,18.7,42.2
11/03/2006,15,100,14,33.3
12/03/2006,23,88,10.4,28.2
13/03/2006,36,82,11.5,32.6
14/03/2006,34,45,10.1,35.7
15/03/2006,28,41,12.7,32.2
16/03/2006,40,41,18.5,33.8
17/03/2006,32,80,10,29.2
18/03/2006,30,55,11.4,24
19/03/2006,19,92,14.8,32.5
20/03/2006,15,51,7,24
21/03/2006,23,43,6.6,16.1
22/03/2006,21,41,6.8,16.8
23/03/2006,19,37,4.6,12.9
24/03/2006,17,35,6.1,12.6
25/03/2006,17,43,4.4,13.9
26/03/2006,23,61,5.6,18.9
27/03/2006,32,90,13.8,34.3
28/03/2006,32,79,20.1,47.2
29/03/2006,24,67,7.4,22.1
30/03/2006,26,71,13.9,28.9
31/03/2006,30,77,9.9,19.5
1/04/2006,24,49,5.9,27.7
2/04/2006,28,55,7,22
3/04/2006,51,84,12.6,40.6
4/04/2006,64,80,18.4,40.3
5/04/2006,64,65,17.4,36.3
6/04/2006,21,47,5.7,41.9
7/04/2006,21,49,4.8,21.8
8/04/2006,30,61,9.4,26.9
9/04/2006,32,61,10.5,31.3
10/04/2006,32,61,12.6,41.6
11/04/2006,41,84,18.5,43.2
12/04/2006,51,75,22.5,40.7
13/04/2006,47,51,15.4,51.3
14/04/2006,30,75,8.1,23.1
15/04/2006,30,59,7.1,15.9
16/04/2006,30,61,10.4,24.8
17/04/2006,28,77,9.7,29.9
18/04/2006,36,37,12.2,36.4
19/04/2006,30,63,11.1,31.5
20/04/2006,28,57,5.5,23.7
21/04/2006,30,51,13.3,35.6
22/04/2006,40,55,11.8,29.1
23/04/2006,40,61,11.9,40.5
24/04/2006,28,53,8.4,20.9
25/04/2006,21,49,4.1,16.4
26/04/2006,28,45,5,14.3
27/04/2006,28,45,6.4,18.6
28/04/2006,36,57,9.1,23.8
29/04/2006,36,65,12.2,27.8
30/04/2006,34,67,8.9,23
1/05/2006,30,53,8.3,16.2
2/05/2006,30,51,12.3,25.5
3/05/2006,28,51,12.5,24.6
4/05/2006,45,53,12.3,30.6
5/05/2006,49,67,16.4,41
6/05/2006,41,69,17,33.7
7/05/2006,36,49,16.6,70.6
8/05/2006,24,49,4.5,26.6
9/05/2006,26,47,8.2,27.3
10/05/2006,30,43,10.5,30.7
11/05/2006,34,49,9.2,35.5
12/05/2006,40,45,13.8,26.4
13/05/2006,49,65,14.9,37
14/05/2006,41,57,15,28.7
15/05/2006,32,39,5.1,12.9
16/05/2006,40,43,9.5,18
17/05/2006,41,53,11.1,20.9
18/05/2006,45,59,17.6,29.8
19/05/2006,55,63,19.2,33.9
20/05/2006,43,47,19.4,32.4
21/05/2006,36,59,8.5,24.6
22/05/2006,34,51,8.9,27.2
23/05/2006,21,45,6.2,12.1
24/05/2006,28,47,6.3,15.3
25/05/2006,40,51,13.4,25.1
26/05/2006,34,51,12,25
27/05/2006,34,49,9.6,18
28/05/2006,36,53,14.7,21.6
29/05/2006,38,51,13.8,27.7
30/05/2006,32,47,6.4,20.4
31/05/2006,34,49,7,15
1/06/2006,26,43,4.7,15.8
2/06/2006,28,49,11.8,24.8
3/06/2006,13,51,4.4,13.3
4/06/2006,26,53,5.3,12.1
5/06/2006,26,22,5.4,11.3
6/06/2006,30,43,6.4,12.2
7/06/2006,40,41,10.2,15.4
8/06/2006,36,45,10,20.5
9/06/2006,34,27,12.5,20.1
10/06/2006,32,14,15.3,18.1
11/06/2006,26,51,9.2,11
12/06/2006,34,53,19.4,22.8
13/06/2006,43,43,19.2,25.1
14/06/2006,45,45,20.3,27.7
15/06/2006,36,43,16.1,21.1
16/06/2006,36,49,11,22.4
17/06/2006,34,57,10.4,20.3
18/06/2006,36,57,16.6,21.8
19/06/2006,43,37,15.2,27.5
20/06/2006,40,49,13.7,28.1
21/06/2006,36,22,9.2,15.9
22/06/2006,41,37,16.3,18.1
23/06/2006,34,26,16.7,24.4
24/06/2006,28,49,10.4,21.8
25/06/2006,26,47,6.8,22.7
26/06/2006,41,51,14.2,19.7
27/06/2006,41,49,27.4,33.2
28/06/2006,47,53,24.1,31.8
29/06/2006,43,49,19.4,26.5
30/06/2006,36,18,18.6,27.3
1/07/2006,28,51,13.5,17.9
2/07/2006,32,45,16.2,21.5
3/07/2006,26,49,15.8,23.5
4/07/2006,32,43,9,13.2
5/07/2006,36,37,17.7,22.8
6/07/2006,36,55,12.5,22.3
7/07/2006,30,51,13.9,24.7
8/07/2006,36,59,16.6,22.9
9/07/2006,34,57,24.6,22.4
10/07/2006,43,55,23,21.7
11/07/2006,36,65,13.8,24.3
12/07/2006,38,47,22.6,34.9
13/07/2006,30,55,11.2,21.5
14/07/2006,40,31,12.2,21.6
15/07/2006,36,26,9.3,16
16/07/2006,23,37,8.4,12.5
17/07/2006,24,37,8.1,14.9
18/07/2006,23,55,4.9,11.4
19/07/2006,19,53,4.2,12.7
20/07/2006,26,55,4.4,11.1
21/07/2006,38,51,10.9,20.2
22/07/2006,38,47,19.5,22.1
23/07/2006,34,49,18.7,23
24/07/2006,28,37,15.3,23.8
25/07/2006,41,53,15.5,18.6
26/07/2006,41,39,16.2,20
27/07/2006,41,63,17.7,25.6
28/07/2006,41,49,16.9,28.7
29/07/2006,38,65,19.9,20.3
30/07/2006,28,59,18.6,20.6
31/07/2006,26,59,11.7,22.6
1/08/2006,43,59,19,27.5
2/08/2006,40,39,20.8,31.7
3/08/2006,43,55,19.6,28.2
4/08/2006,36,39,14.2,21.9
5/08/2006,17,55,6.2,11.8
6/08/2006,17,59,8.6,15.1
7/08/2006,32,57,12.2,24.2
8/08/2006,53,61,18.9,35.5
9/08/2006,45,53,15.9,27
10/08/2006,38,61,10.8,25.5
11/08/2006,43,61,12.1,26.9
12/08/2006,41,71,19.2,25.4
13/08/2006,38,75,16.8,23.5
14/08/2006,53,69,24.4,32.9
15/08/2006,45,61,23.5,31.3
16/08/2006,38,69,15.5,24.3
17/08/2006,40,75,17.7,35.5
18/08/2006,43,63,15.1,31.6
19/08/2006,38,67,13.9,19.9
20/08/2006,43,71,15.3,21.8
21/08/2006,58,77,23.5,35.2
22/08/2006,53,65,22.8,35.8
