Date,NO2,O3,PM2.5,PM10
8/07/2013,41,51,23.4,26
9/07/2013,30,47,20.3,20.3
10/07/2013,36,43,17.6,21.5
11/07/2013,43,45,23.7,26.8
12/07/2013,40,37,26.5,32.8
13/07/2013,34,35,32.1,31.3
14/07/2013,30,51,34.5,30.2
15/07/2013,26,22,22.7,24.7
16/07/2013,32,35,23,21.9
17/07/2013,36,45,14,21.4
18/07/2013,34,31,16.1,20.8
19/07/2013,23,33,13.6,14.7
20/07/2013,13,55,7.8,9.1
21/07/2013,17,59,9,10.7
22/07/2013,30,57,12.1,13.8
23/07/2013,26,51,11.6,15.3
24/07/2013,38,57,11.6,23.4
25/07/2013,38,57,18.6,29
26/07/2013,43,47,21.5,29.1
27/07/2013,38,59,20.6,25.9
28/07/2013,32,51,31.1,25.4
29/07/2013,40,55,19.3,22.6
30/07/2013,32,39,16.6,22.7
31/07/2013,26,55,9.1,18.5
1/08/2013,41,59,16.4,22.1
2/08/2013,34,57,18.2,19.7
3/08/2013,21,59,10.2,15.3
4/08/2013,19,55,9.7,15.3
5/08/2013,28,55,10.2,21.5
6/08/2013,23,57,7.6,20.1
7/08/2013,36,57,6.9,18.9
8/08/2013,24,53,10,11.5
9/08/2013,32,47,14.9,15
10/08/2013,30,55,15.4,20.4
11/08/2013,28,63,13.5,16.3
12/08/2013,24,61,13.1,31.2
13/08/2013,26,57,8.4,18
14/08/2013,24,57,7.9,14.8
15/08/2013,41,59,18,26.3
16/08/2013,36,59,18.5,24.5
17/08/2013,28,57,17.1,25.8
18/08/2013,21,55,11.2,12.7
19/08/2013,24,59,6.5,16.4
20/08/2013,17,53,6.4,11
21/08/2013,26,53,7.6,13.5
22/08/2013,24,51,10.7,17.1
23/08/2013,17,53,6.4,13.2
24/08/2013,32,59,14.8,20.5
25/08/2013,40,80,26.8,57.5
26/08/2013,41,65,19,27.7
27/08/2013,36,65,19.9,24.4
28/08/2013,38,61,16.6,24.5
29/08/2013,36,67,13.9,35.4
30/08/2013,36,77,23.9,30.7
31/08/2013,36,61,12.5,26.1
1/09/2013,34,79,34,42.9
2/09/2013,38,77,22.2,32.3
3/09/2013,38,79,27.9,37.6
4/09/2013,34,71,17.9,31.1
5/09/2013,45,73,37.7,39.1
6/09/2013,45,77,21.6,43.5
7/09/2013,32,80,22.5,41.9
8/09/2013,15,59,11.3,22.7
9/09/2013,36,67,18.4,42.4
10/09/2013,24,79,18.9,82.6
11/09/2013,19,71,6,20.8
12/09/2013,26,61,5.9,31.2
13/09/2013,23,61,4.8,16.7
14/09/2013,21,63,12.5,14.5
15/09/2013,21,65,7.3,14.3
16/09/2013,30,45,8.6,20.9
17/09/2013,17,57,5.7,7.5
18/09/2013,23,61,8.3,12.6
19/09/2013,17,69,7.9,15.6
20/09/2013,24,59,7,18.9
21/09/2013,32,65,6.8,17.9
22/09/2013,30,75,9.6,23
23/09/2013,53,88,13.1,27.8
24/09/2013,51,71,16.2,27.4
25/09/2013,47,80,10,27.2
26/09/2013,45,69,11.2,70.4
27/09/2013,30,71,7.5,24.7
28/09/2013,32,63,8.9,33.4
29/09/2013,28,71,7.9,26.5
30/09/2013,38,92,13.2,37.3
1/10/2013,34,71,14.6,57.4
2/10/2013,26,71,6.1,17.2
3/10/2013,17,55,6.9,15
4/10/2013,38,69,5.9,22.1
5/10/2013,36,79,12.3,35.9
6/10/2013,30,75,10.7,22.3
7/10/2013,19,63,7.1,21.2
8/10/2013,30,63,8.5,19.1
9/10/2013,36,86,12.1,29.2
10/10/2013,32,82,11.9,43.1
11/10/2013,24,77,13,46.9
12/10/2013,26,102,14,42.7
13/10/2013,26,77,16.7,51
14/10/2013,11,57,7.2,15.6
15/10/2013,32,67,7.8,19.6
16/10/2013,34,71,11.4,28.8
17/10/2013,24,67,26.6,121.8
18/10/2013,28,71,73.5,82.2
19/10/2013,30,98,66.5,83.7
20/10/2013,28,110,44.9,67
21/10/2013,51,151,194.4,198
22/10/2013,47,75,28.9,54.2
23/10/2013,23,82,34.2,44.8
24/10/2013,23,61,15.2,20.6
25/10/2013,36,90,64.1,56.3
26/10/2013,38,65,18.6,25.7
27/10/2013,19,86,76.2,60.3
28/10/2013,21,86,31.5,33.8
29/10/2013,32,82,87.3,85
30/10/2013,23,61,8.5,23.5
31/10/2013,26,82,13,26.6
1/11/2013,19,73,13.7,28.7
2/11/2013,30,108,47.9,73.4
3/11/2013,38,86,88.9,78.5
4/11/2013,13,47,9.7,23.8
5/11/2013,24,53,6.9,22
6/11/2013,26,80,16.4,30.4
7/11/2013,32,108,30.3,53.2
8/11/2013,40,118,47.8,82.5
9/11/2013,19,86,15.5,46.3
10/11/2013,6,47,9.7,19
11/11/2013,9,45,5.7,15.3
12/11/2013,23,67,6.4,14.8
13/11/2013,28,79,13.6,29.8
14/11/2013,26,79,12.3,19.8
15/11/2013,24,63,6.2,20
16/11/2013,9,51,4.9,9.7
17/11/2013,8,39,5.4,9.7
18/11/2013,9,43,5.2,13.9
19/11/2013,21,57,4.4,13.9
20/11/2013,21,86,7.5,19.7
21/11/2013,21,79,8.5,21.9
22/11/2013,19,55,8.2,19.4
23/11/2013,23,82,10,19.5
24/11/2013,19,69,9.7,17
25/11/2013,17,49,11.5,23
26/11/2013,21,61,6.7,23.2
27/11/2013,23,73,7.6,23.4
28/11/2013,32,110,12.9,39.3
29/11/2013,32,57,14.3,35.2
30/11/2013,15,47,7.6,17.3
1/12/2013,17,51,5.9,15.3
2/12/2013,17,73,5.8,17.9
3/12/2013,19,77,7.3,23.3
4/12/2013,24,110,11.6,31.9
5/12/2013,21,59,15.7,29.3
6/12/2013,21,49,3.6,17.2
7/12/2013,23,88,8.5,21.3
8/12/2013,24,96,8.6,29.8
9/12/2013,30,108,14,37.6
10/12/2013,17,69,14.3,40.3
11/12/2013,21,71,14,33.2
12/12/2013,19,63,9.4,34.5
13/12/2013,19,96,13.8,39.1
14/12/2013,15,67,9.1,20.2
15/12/2013,11,63,5.2,15.2
16/12/2013,15,53,6.9,17.6
17/12/2013,17,73,8.4,22
18/12/2013,15,65,8.3,17.4
19/12/2013,17,88,6.4,27.8
20/12/2013,32,130,15.8,36.1
21/12/2013,32,75,16.9,39.5
22/12/2013,24,104,25.3,41.1
23/12/2013,26,77,22.6,52.3
24/12/2013,8,43,10.5,24.6
25/12/2013,8,27,4.6,15.7
26/12/2013,8,63,4,13.8
27/12/2013,13,65,5,13.4
28/12/2013,13,67,4.7,17.1
29/12/2013,15,55,22.3,43.6
30/12/2013,8,61,10.2,33.7
31/12/2013,15,79,11.9,36.3
1/01/2014,9,67,9.8,28.7
2/01/2014,21,86,29.2,44.9
3/01/2014,11,86,12,42.9
4/01/2014,13,71,16.5,35.3
5/01/2014,11,63,12.9,36.8
6/01/2014,19,53,15.2,57
7/01/2014,8,41,11.4,30.3
8/01/2014,11,35,6.9,16
9/01/2014,13,39,6.4,15
10/01/2014,15,61,6.9,21.5
11/01/2014,13,94,11.9,26.3
12/01/2014,15,77,12,25.8
13/01/2014,15,63,11.5,27.1
14/01/2014,13,84,9.4,32.6
15/01/2014,15,112,11,33.6
16/01/2014,17,90,13.6,29.7
17/01/2014,13,96,16.4,30.2
18/01/2014,13,120,18.2,30.5
19/01/2014,11,57,14.3,33.3
20/01/2014,15,53,10.5,23.5
21/01/2014,15,41,7.3,19.4
22/01/2014,11,27,13.5,22.5
23/01/2014,13,33,6.8,23.5
24/01/2014,19,55,8,26.6
25/01/2014,15,51,13.4,26.3
26/01/2014,13,33,9,21.8
27/01/2014,17,57,6.5,21
28/01/2014,15,63,6.9,26.3
29/01/2014,17,124,10.3,30.6
30/01/2014,17,94,8.6,27.1
31/01/2014,19,126,9,31.8
1/02/2014,15,88,15.8,35.6
2/02/2014,9,59,7.9,17.4
3/02/2014,13,79,7.8,31.7
4/02/2014,17,35,11.9,34.1
5/02/2014,13,39,11.6,24.1
6/02/2014,17,49,7.3,19.2
7/02/2014,21,79,9.6,28.9
8/02/2014,19,98,10.3,21.7
9/02/2014,13,102,9.9,21.5
10/02/2014,15,53,14.3,50.6
11/02/2014,13,63,20.6,44.5
12/02/2014,17,55,19.6,38
13/02/2014,19,88,14.8,31
14/02/2014,23,59,14.2,29.5
15/02/2014,24,59,14.2,20.8
16/02/2014,17,77,34,47.3
17/02/2014,15,43,7.2,19.5
18/02/2014,17,51,7.8,24.5
19/02/2014,28,41,15.1,26
20/02/2014,24,67,10.5,25.8
21/02/2014,24,69,18.4,32.3
22/02/2014,11,65,16.9,36.1
23/02/2014,9,51,16.1,27.6
24/02/2014,19,69,6.9,24.5
25/02/2014,15,65,8,27.5
26/02/2014,23,94,10.9,28.8
27/02/2014,23,39,8,20.8
28/02/2014,15,33,7.7,21.3
1/03/2014,11,31,5.2,13.7
2/03/2014,11,37,4.4,12.6
3/03/2014,13,33,6.5,16.4
4/03/2014,19,47,5.4,12.2
5/03/2014,24,71,8.5,20.5
6/03/2014,23,59,11.9,30.9
7/03/2014,23,88,14,34.3
8/03/2014,17,57,8.4,20.1
9/03/2014,13,63,6.7,15.3
10/03/2014,17,63,6.5,21.1
11/03/2014,17,61,9.2,21.6
12/03/2014,21,80,6.5,24.8
13/03/2014,21,63,7.5,22.5
14/03/2014,21,55,7.6,23.2
15/03/2014,21,69,7.4,21.2
16/03/2014,17,51,14.6,28.9
17/03/2014,23,59,15.9,23.8
18/03/2014,32,65,9.2,29.5
19/03/2014,32,67,8.2,28.1
20/03/2014,26,67,9,21.3
21/03/2014,21,49,8.8,19.3
22/03/2014,17,80,7.9,23
23/03/2014,19,79,10.4,22.1
24/03/2014,15,47,9.2,21.4
25/03/2014,19,63,7.7,17
26/03/2014,17,27,5.5,18.4
27/03/2014,19,35,8.6,15.1
28/03/2014,23,37,6.9,20.2
29/03/2014,19,59,9,20
30/03/2014,13,63,7.9,19
31/03/2014,21,65,6.6,20.5
1/04/2014,23,75,11.7,23.7
2/04/2014,24,75,12.8,28.2
3/04/2014,28,84,12.5,31.9
4/04/2014,26,51,8.1,13.1
5/04/2014,21,57,6.6,14.8
6/04/2014,13,47,6,12.5
7/04/2014,19,47,6.5,17.3
8/04/2014,32,49,7.6,20.9
9/04/2014,28,51,8.5,26.3
10/04/2014,32,18,9.1,23.7
11/04/2014,28,53,6.9,12.8
12/04/2014,9,45,8.9,14.3
13/04/2014,11,45,9,17.5
14/04/2014,19,47,6.4,14.5
15/04/2014,19,49,6.3,17
16/04/2014,26,53,10.2,21.5
17/04/2014,26,51,9.4,22.6
18/04/2014,24,67,13.4,23.4
19/04/2014,24,61,14.4,24.2
20/04/2014,23,73,15,29.1
21/04/2014,38,84,17.6,29.3
22/04/2014,41,59,20.5,31.7
23/04/2014,47,61,17.6,31.2
24/04/2014,40,61,15.9,30.2
25/04/2014,26,53,10.9,31.2
26/04/2014,26,37,11.4,20.5
27/04/2014,24,47,11.4,21.2
28/04/2014,30,49,8,17.6
29/04/2014,36,51,9.8,22.1
30/04/2014,23,49,11.7,15.7
1/05/2014,40,53,11.8,20.5
2/05/2014,36,51,12.7,19.1
3/05/2014,28,43,8.5,14
4/05/2014,9,49,6.3,13.4
5/05/2014,23,47,6.9,15.7
6/05/2014,30,47,9.7,16.1
7/05/2014,23,51,7.1,21.9
8/05/2014,26,51,8.1,20.6
9/05/2014,40,47,11.7,22.1
10/05/2014,32,45,16.7,28.8
11/05/2014,21,47,17.1,19.6
12/05/2014,24,51,11,18.9
13/05/2014,41,51,13.2,24.4
14/05/2014,34,49,14.2,23.8
15/05/2014,40,53,12.8,24.4
16/05/2014,43,55,16.1,28.7
17/05/2014,36,61,18.2,25.7
18/05/2014,32,43,22.3,33.7
19/05/2014,34,51,20.4,31.8
20/05/2014,36,41,14.5,31.3
21/05/2014,36,53,25.4,33.4
22/05/2014,41,59,23.3,36.6
23/05/2014,38,55,19.3,31.1
24/05/2014,32,53,15,26.8
25/05/2014,30,57,21.7,42.3
26/05/2014,40,51,20.1,31.9
27/05/2014,36,49,15.9,28.8
28/05/2014,26,51,9,14.6
29/05/2014,24,47,6.5,19.7
30/05/2014,34,51,11.1,20.8
31/05/2014,30,51,12.4,20.3
1/06/2014,30,41,12.2,15.7
2/06/2014,34,43,13.9,15.4
3/06/2014,26,49,14.3,14.2
4/06/2014,34,43,8.6,18.8
5/06/2014,28,31,8.3,14.3
6/06/2014,19,47,8.2,11.4
7/06/2014,28,53,15.4,17.6
8/06/2014,24,53,19.6,17.2
9/06/2014,23,53,16.1,14.9
10/06/2014,30,43,13.4,20
11/06/2014,36,45,20.8,27.3
12/06/2014,40,45,21,25.3
13/06/2014,30,18,19.3,27.1
14/06/2014,26,43,19.3,22
15/06/2014,15,47,12,9.1
16/06/2014,23,41,11.5,18.3
17/06/2014,24,51,8.6,10.8
18/06/2014,41,51,18.8,25.6
19/06/2014,38,41,20.3,21.1
20/06/2014,38,31,20.1,25.9
21/06/2014,36,51,20.5,22.5
22/06/2014,32,45,22.6,22.7
23/06/2014,24,43,24.7,20.8
24/06/2014,11,57,6,22.7
25/06/2014,21,55,8.4,14
26/06/2014,26,53,8.8,15.4
27/06/2014,32,43,9.7,21.8
28/06/2014,21,55,9.8,30.8
29/06/2014,8,59,6,10.5
30/06/2014,28,57,6.1,13.3
1/07/2014,32,53,8.7,18.6
2/07/2014,49,63,25.6,30.6
3/07/2014,47,43,27,35.7
4/07/2014,40,61,31.3,30.6
5/07/2014,30,57,19.8,17.7
6/07/2014,17,53,10.7,9.7
7/07/2014,28,53,12.4,18
8/07/2014,45,41,22.8,32.9
9/07/2014,30,49,24.4,24.7
10/07/2014,26,51,7,12.5
11/07/2014,26,51,7.1,13.7
12/07/2014,21,59,9.9,15.7
13/07/2014,30,61,14.9,21.7
14/07/2014,30,53,14.9,19.7
15/07/2014,36,24,15,23
16/07/2014,26,41,18.8,18.8
17/07/2014,23,53,13.8,12.9
18/07/2014,21,55,11.8,13.3
19/07/2014,15,59,13.3,18.3
20/07/2014,28,59,13.2,24.3
21/07/2014,34,51,15.5,19.9
22/07/2014,36,55,18.2,25
23/07/2014,40,57,20.6,24
24/07/2014,36,31,23.9,26.6
25/07/2014,26,43,27.2,25.7
26/07/2014,24,45,17.5,14.3
27/07/2014,28,55,19.9,16
28/07/2014,34,51,18.8,20.4
29/07/2014,26,53,14.6,15.2
30/07/2014,30,61,9.8,15.1
31/07/2014,23,59,7.5,14.2
1/08/2014,15,61,8.3,21.7
2/08/2014,24,59,16.6,21.1
3/08/2014,34,63,19.3,23
4/08/2014,43,55,20.2,26.5
5/08/2014,41,65,20.5,33.9
6/08/2014,40,73,32.5,44
7/08/2014,41,57,18,29.2
8/08/2014,40,53,19.2,24.5
9/08/2014,38,67,27.9,29.5
10/08/2014,30,57,35.2,26.8
11/08/2014,28,57,12,18.9
12/08/2014,26,51,8,14.9
13/08/2014,36,57,15.4,18.7
14/08/2014,36,57,15.3,19.4
15/08/2014,36,55,17.7,19.3
16/08/2014,32,47,20.2,20.6
17/08/2014,21,51,7.3,6.3
18/08/2014,21,63,4.7,9.1
19/08/2014,11,63,11.3,15.1
20/08/2014,23,59,9.9,16.4
21/08/2014,26,59,7.5,15.2
22/08/2014,30,59,8.1,13.9
23/08/2014,26,59,12.9,13.3
24/08/2014,30,63,13.1,15.9
25/08/2014,28,57,17.5,16.4
26/08/2014,28,47,6.2,13
27/08/2014,15,57,9,13.5
28/08/2014,24,59,11.5,19
29/08/2014,23,55,7.7,13.6
30/08/2014,9,59,7.9,12.7
31/08/2014,28,61,10.1,17.2
1/09/2014,28,61,13,16.6
2/09/2014,26,51,6.7,12.6
3/09/2014,17,57,7.6,10.4
4/09/2014,15,55,6.3,14.1
5/09/2014,15,55,6.2,10.9
6/09/2014,15,55,8.1,14.2
7/09/2014,23,55,7.2,13
8/09/2014,23,59,10.6,13.8
9/09/2014,21,55,10.8,13
10/09/2014,23,57,13.8,13.5
11/09/2014,24,69,9.9,18.6
12/09/2014,17,51,10.1,21
13/09/2014,19,59,7.9,17.2
14/09/2014,19,77,15.8,20
15/09/2014,21,71,15.5,21.1
16/09/2014,24,55,26.4,21.3
17/09/2014,17,59,9.1,13
18/09/2014,28,63,8.1,15.7
19/09/2014,36,57,8.8,20.2
20/09/2014,34,61,9.8,17.8
21/09/2014,21,61,9.9,18.8
22/09/2014,28,67,10.2,22
23/09/2014,28,69,13.2,22.2
24/09/2014,30,67,14.2,29.2
25/09/2014,32,53,13.7,24.9
26/09/2014,17,65,7.9,19.8
27/09/2014,24,65,7.8,15.2
28/09/2014,24,73,14,20.7
29/09/2014,30,84,12.7,50.8
30/09/2014,30,82,16.2,32.9
1/10/2014,23,61,8.8,36.2
2/10/2014,28,67,8.1,33.2
3/10/2014,28,71,11.4,23.7
4/10/2014,21,79,20.7,40.5
5/10/2014,23,86,21.6,49.1
6/10/2014,23,82,17.8,39.3
7/10/2014,21,69,19.1,23.8
8/10/2014,15,61,11.8,20.7
9/10/2014,26,67,8.9,20.4
10/10/2014,24,71,10,24.4
11/10/2014,26,94,19.8,35.8
12/10/2014,26,94,21.1,35.4
13/10/2014,28,75,18.8,36.4
14/10/2014,13,51,9.6,12.8
15/10/2014,21,53,8.8,16.4
16/10/2014,34,67,9.4,18.7
17/10/2014,34,53,9.9,17.3
18/10/2014,19,67,6.1,15.9
19/10/2014,24,77,8.4,23.5
20/10/2014,28,53,17.2,34.1
21/10/2014,17,51,10.7,15.7
22/10/2014,23,63,8.1,16.3
23/10/2014,24,98,10,30.8
24/10/2014,21,90,16.8,31.2
25/10/2014,23,106,17.9,39.8
26/10/2014,11,98,17.6,33.4
27/10/2014,11,86,21.4,43.8
28/10/2014,21,57,16.7,31.6
29/10/2014,24,67,12.9,37
30/10/2014,30,80,21.8,34.9
31/10/2014,40,104,17.4,37.3
1/11/2014,28,90,22.8,44.1
2/11/2014,17,61,16,18.3
3/11/2014,23,63,8.3,26.8
4/11/2014,19,73,9.2,29.7
5/11/2014,21,75,20.1,40.9
6/11/2014,15,61,13.6,31.5
7/11/2014,21,79,12.1,31.2
8/11/2014,21,80,11.1,22.2
9/11/2014,15,86,14.4,32.3
10/11/2014,11,71,11,27.1
11/11/2014,17,53,13,29.3
12/11/2014,19,69,9.8,24.8
13/11/2014,15,71,8.3,27.6
14/11/2014,23,114,18.1,63.3
15/11/2014,15,65,15.1,38.9
16/11/2014,9,71,11.9,27.3
17/11/2014,23,82,11.6,20.3
18/11/2014,23,75,14.7,24.2
19/11/2014,15,73,11.7,25.7
20/11/2014,30,100,13.2,32.9
21/11/2014,36,96,21.3,38.7
22/11/2014,13,90,11.7,34
23/11/2014,17,153,20.7,43.9
24/11/2014,32,122,15.4,37.5
25/11/2014,28,61,23.7,32.1
26/11/2014,11,59,10.1,31.8
27/11/2014,11,39,8.8,25
28/11/2014,19,61,10.5,18
29/11/2014,21,80,8.8,23.9
30/11/2014,17,88,12,25.3
1/12/2014,24,100,13.6,26.3
2/12/2014,24,100,10.4,21.9
3/12/2014,23,137,15,27.4
4/12/2014,23,90,10.7,18
5/12/2014,24,120,9.4,19.5
6/12/2014,21,116,12.4,21.5
7/12/2014,19,90,8.8,13.9
8/12/2014,23,80,9.3,23.1
9/12/2014,11,55,9,20.3
10/12/2014,17,67,8.5,21.6
11/12/2014,21,53,12.4,16
12/12/2014,8,43,8.1,19
13/12/2014,15,45,6.4,16
14/12/2014,17,73,12.8,18
15/12/2014,19,82,12,22.1
16/12/2014,36,86,14.2,39.4
17/12/2014,34,47,17.2,46.2
18/12/2014,23,79,17.4,47.7
19/12/2014,23,53,18.9,29.7
20/12/2014,13,63,8.8,22.9
21/12/2014,17,77,7.2,21
22/12/2014,13,82,11.2,27.5
23/12/2014,24,69,8.9,19.3
24/12/2014,23,53,12,22.3
25/12/2014,9,82,14.9,26
26/12/2014,8,59,15.9,26.6
27/12/2014,6,41,9.9,24.3
28/12/2014,13,53,6,16
29/12/2014,15,75,7.9,15.8
30/12/2014,17,73,16.5,42.3
31/12/2014,8,63,13.6,41.6
1/01/2015,11,79,13,35.7
2/01/2015,15,71,12.6,30.4
3/01/2015,15,88,12.2,24
4/01/2015,11,84,11.4,23.8
5/01/2015,8,63,11.9,25
6/01/2015,11,61,8.5,20.6
7/01/2015,11,63,8.6,14.1
8/01/2015,13,90,9.6,29.7
9/01/2015,19,108,15.7,31.9
10/01/2015,15,92,17.7,30.4
11/01/2015,8,51,7,9.4
12/01/2015,8,39,6.8,12.4
13/01/2015,19,65,8.4,18
14/01/2015,19,65,9.6,15.8
15/01/2015,17,65,8.7,23.6
16/01/2015,21,75,11.8,24.7
17/01/2015,24,79,14.2,37.6
18/01/2015,8,75,14.6,33.4
19/01/2015,9,43,10.4,26.3
20/01/2015,13,61,9.2,21.9
21/01/2015,15,65,8,21.3
22/01/2015,13,61,11.1,26
23/01/2015,17,92,11.9,30.7
24/01/2015,13,90,15,28.5
25/01/2015,11,82,10.2,41.2
26/01/2015,8,41,11.9,30
27/01/2015,15,29,5.8,9.4
28/01/2015,13,31,8.8,9.8
29/01/2015,9,39,7.5,18
30/01/2015,13,41,8.8,22.1
31/01/2015,13,59,12.9,16.7
1/02/2015,15,59,9.5,18.9
2/02/2015,9,39,10.7,20.4
3/02/2015,19,45,8,18.1
4/02/2015,19,45,8.6,23.2
5/02/2015,15,37,7.6,16.6
6/02/2015,15,41,7.6,17.1
7/02/2015,17,63,10.1,17.5
8/02/2015,28,112,13.2,26.3
9/02/2015,24,55,15.3,36
10/02/2015,17,63,14,34.5
11/02/2015,15,71,7.5,17.5
12/02/2015,17,57,8.9,22.8
13/02/2015,17,41,13.7,19.5
14/02/2015,13,57,9.1,22.6
15/02/2015,11,86,12.1,25.5
16/02/2015,17,77,8.5,22.2
17/02/2015,15,67,9.1,22
18/02/2015,17,59,7.6,24
19/02/2015,15,47,9.3,25.3
20/02/2015,19,51,9,27
21/02/2015,17,55,6.9,12.1
22/02/2015,11,49,7.2,16.5
23/02/2015,15,51,7.6,17.4
24/02/2015,17,45,11,25.5
25/02/2015,17,41,7.3,18.6
26/02/2015,19,57,7.5,22.9
27/02/2015,23,71,9.5,23.6
28/02/2015,17,88,10.4,17.8
1/03/2015,19,96,16.4,27.6
2/03/2015,21,41,14.5,24.7
3/03/2015,21,75,9.3,26.5
4/03/2015,21,96,9.8,30.7
5/03/2015,23,53,29.2,36.2
6/03/2015,21,53,16.2,27.9
7/03/2015,21,69,9,35.3
8/03/2015,15,77,14.3,30.8
9/03/2015,24,98,21.3,37.9
10/03/2015,23,63,17.9,31.5
11/03/2015,24,92,14.8,34.1
12/03/2015,26,90,14.3,32.4
13/03/2015,15,47,13.1,23.7
14/03/2015,17,57,8.4,17.2
15/03/2015,17,53,14.7,31.2
16/03/2015,21,51,9.3,23.9
17/03/2015,24,47,8.4,25.4
18/03/2015,38,90,15.3,36.6
19/03/2015,36,88,16.6,35.1
20/03/2015,28,67,19,48.9
21/03/2015,8,43,10,23.3
22/03/2015,13,41,9.7,24.4
23/03/2015,19,57,9.2,19.7
24/03/2015,23,43,8.8,22.3
25/03/2015,23,55,11,19.3
26/03/2015,24,71,15.8,22.4
27/03/2015,21,53,8.6,43.2
28/03/2015,23,63,7.6,17.7
29/03/2015,23,71,10.3,25.7
30/03/2015,28,67,18,38.3
31/03/2015,23,49,10.4,21.9
1/04/2015,23,55,8,15.4
2/04/2015,23,65,9.3,21.1
3/04/2015,8,45,12.9,28.2
4/04/2015,8,43,7.2,9
5/04/2015,19,59,7.1,16.5
6/04/2015,19,65,8.7,13.7
7/04/2015,17,49,19.4,10.2
8/04/2015,11,49,5.4,10.2
9/04/2015,15,47,7.2,24.9
10/04/2015,15,37,7.4,20.8
11/04/2015,19,47,6.7,11.8
12/04/2015,19,57,11.3,21.6
13/04/2015,26,53,10.4,19.9
14/04/2015,24,67,8.9,24.9
15/04/2015,34,71,11.9,33.6
16/04/2015,24,69,15.4,32.8
17/04/2015,24,41,12.1,23.4
18/04/2015,21,51,12.5,21.5
19/04/2015,8,49,11.5,13.7
20/04/2015,9,47,4.8,12.3
21/04/2015,6,49,7.4,18.1
22/04/2015,15,49,4,9
23/04/2015,32,55,9.6,16.1
24/04/2015,32,53,10.6,17.8
25/04/2015,26,59,10.7,17.6
26/04/2015,19,39,7.1,12.9
27/04/2015,28,51,7.8,15.7
28/04/2015,26,51,8.1,16.3
29/04/2015,21,41,12.5,17.8
30/04/2015,21,41,6.1,10.9
1/05/2015,23,41,5.4,11.8
2/05/2015,19,39,6.5,19.5
3/05/2015,11,41,7.9,15
4/05/2015,34,47,10.3,17.5
5/05/2015,24,57,13.3,79.9
6/05/2015,23,61,24.3,145.3
7/05/2015,21,51,8.1,20.8
8/05/2015,28,49,11.3,19.6
9/05/2015,23,51,11.6,16.8
10/05/2015,21,51,10.5,16.7
11/05/2015,17,45,5.8,13.7
12/05/2015,23,47,6.4,15.5
13/05/2015,19,53,9.7,16.5
14/05/2015,24,49,7.7,13.4
15/05/2015,23,41,7.8,15.9
16/05/2015,24,49,10.4,18
17/05/2015,28,49,16.3,18.6
18/05/2015,34,29,18,22
19/05/2015,28,16,12.9,17.6
20/05/2015,34,47,10.1,17.7
21/05/2015,23,47,9.6,14.7
22/05/2015,15,51,8,13.6
23/05/2015,26,51,13.2,21.8
24/05/2015,32,53,20.5,25.8
25/05/2015,32,26,27.2,32.1
26/05/2015,34,37,26.3,27.5
27/05/2015,36,37,20,26.7
28/05/2015,34,33,21.5,25.1
29/05/2015,32,24,23.5,28.7
30/05/2015,26,24,21.4,24.9
31/05/2015,19,27,19,14.5
1/06/2015,26,55,14,13.9
2/06/2015,34,53,11.6,18.1
3/06/2015,40,49,20.8,31
4/06/2015,41,45,21.7,23.5
5/06/2015,30,43,18.6,18.4
6/06/2015,36,57,28.2,30.6
7/06/2015,28,49,38.2,29.9
8/06/2015,19,55,21.9,16.2
9/06/2015,30,51,9.6,19.3
10/06/2015,28,37,10.6,19.1
11/06/2015,41,41,13.3,25.1
12/06/2015,34,37,15.6,24.6
13/06/2015,32,49,24.2,29.8
14/06/2015,32,47,28.7,26.5
15/06/2015,38,20,25.2,23.2
16/06/2015,26,18,11.7,14.8
17/06/2015,28,16,10.5,9.8
18/06/2015,23,41,10.9,14.2
19/06/2015,30,51,10.8,11.4
20/06/2015,28,49,12.1,16.4
21/06/2015,28,39,16.2,17.4
22/06/2015,34,35,20.5,19.7
23/06/2015,34,39,18.6,23.2
24/06/2015,34,37,16.7,26
25/06/2015,24,41,15.7,22
26/06/2015,36,49,21.6,26.6
27/06/2015,32,39,29.1,27.6
28/06/2015,32,47,36.4,27.4
29/06/2015,40,45,29.3,24.6
30/06/2015,34,26,25.5,28.8
1/07/2015,34,43,21.3,37.8
2/07/2015,24,49,19.5,17.6
3/07/2015,38,53,24.4,31.1
4/07/2015,32,43,26,26.9
5/07/2015,36,49,32.2,31.1
6/07/2015,28,47,33.7,28
7/07/2015,28,45,14.6,23.2
8/07/2015,36,51,17.8,22.7
9/07/2015,41,53,19.9,28.8
10/07/2015,36,14,25.6,23.7
11/07/2015,23,47,17.4,13.8
12/07/2015,15,53,7.6,5.4
13/07/2015,23,49,5.5,8.1
14/07/2015,24,51,8.3,12.6
15/07/2015,36,43,13.7,18.8
16/07/2015,32,31,14.2,16.9
17/07/2015,17,47,8.6,9.4
18/07/2015,17,53,8.7,14
19/07/2015,26,55,11.5,16.4
20/07/2015,38,49,15,20.3
21/07/2015,34,49,18.4,20.5
22/07/2015,26,26,16.2,19.4
23/07/2015,32,39,13.8,15.4
24/07/2015,28,31,12.3,18.6
25/07/2015,23,57,10.9,15.4
26/07/2015,17,53,10.2,12.2
27/07/2015,26,55,7.6,13.6
28/07/2015,40,53,12.4,20.9
29/07/2015,41,53,13.9,22.6
